activity_id,smiles,pAff
25712249,Cc1csc2c(N[C@@H](C)CN3CCC(NS(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)ncnc12,4.82
6288863,Cc1cccc(N2C[C@]23C(=O)O[C@@H]2[C@H]3CC[C@H](C)[C@]3(O)C=CC(=O)[C@@]23C)c1,4.2
24733655,O=C(CCCCCCC(=O)Nc1ccccc1)NO,6.8
2618853,c1ccc(C2=NCCN2)nc1,4.6
16556404,O=C(O)c1cccc(Nc2ncnc3scc(-c4ccccc4)c23)c1,7.19
1700227,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,4.84
907670,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,8.41
23233142,CNC(=O)C(C)N(CC(c1ccccc1)c1ccccn1)C(=O)c1cc(C)c(=O)n(C)c1,4.8
24790907,O=C1OC(CCCN2CCN(Cc3ccccc3)CC2)c2ccccc21,7.87
589282,COc1ccccc1N1CCN(CCC(=O)NC2CCCc3c(OC)cccc32)CC1,6.12
18179271,c1ccc(-c2nc(CN3CCN(c4ncccn4)CC3)c[nH]2)cc1,8.68
17650839,CN(C)C(=O)Cn1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cncnc21,5.41
18079178,CCCCNC(=O)CN(CCCCCC(=O)NO)C(=O)c1ccc(N(C)C)cc1,5.68
4729408,CCCCC(=O)N/N=C/c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,4.79
2452999,C[C@H](Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2Cc2cccc(C(N)=O)c2)n1)c1ccccc1,7.26
18777738,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,8.72
16889212,O=C(NCCCCNC(=O)NCCOCCOCCOCCNS(=O)(=O)c1ccc(O[C@H]2c3ccccc3C[C@@H]2N2CCCCC2)cc1)NCCOCCOCCOCCNS(=O)(=O)c1ccc(O[C@H]2c3ccccc3C[C@@H]2N2CCCCC2)cc1,7.9
1442697,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,7.58
25487902,Cc1cnc(Nc2ccc(CNC(=O)C3CC3)cc2)nc1-c1cnn(C(C)C)c1,6.81
16882386,Cc1cccc(C(=O)Nc2cccc(Oc3ccc4c(/C=C/c5ccccc5)n[nH]c4c3)c2)c1,7.48
24751398,Nc1ccc(-c2c(C(=O)c3ccc(OCCN4CC(C(=O)O)=CCC4=O)cc3)c3ccc(O)cc3[nH]c2=O)cc1,7.14
16471020,O=C(CCn1cc(-c2c[nH]c3ncccc23)nn1)c1c[nH]c2ncccc12,4.35
18872455,C=CCCn1cc(-c2cc(C(=O)N3CCOCC3)c3c(c2)ncn3C)c2cc[nH]c2c1=O,5.44
18289878,COc1ccc(NC(=S)NCCCn2cncc2C)cc1OCCCCc1ccnc(N)c1,7.8
16562658,CC1(C)CC(=O)c2c(SCCO)sc(-c3cc[nH]n3)c2C1,6.62
1606063,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,5.33
557355,Fc1ccc(-c2[nH]c(-c3ccc(-c4ccccc4)cc3)nc2-c2ccncc2)cc1,5.0
2119301,O=C(CNC(=O)c1cccc(F)c1)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1,5.36
10079506,Cc1nc(-c2c(C(F)(F)F)noc2-c2ccc(O)cc2O)cs1,4.64
1429238,C=C(C)C1OOC2(CCCC2)O[C@H]1C(C)(C)C,7.44
5237538,CN(C(=O)c1c[nH]c2ccccc12)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,6.96
5541069,COc1ccc(C2=NN(C(=O)CCCC(=O)O)C(c3cn(-c4ccccc4)nc3-c3ccccc3)C2)cc1,4.76
12682557,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ccnc(C)n2)C3)cc1,8.62
16463003,O=C(Nc1c(-c2nnc(-c3cccc(Cl)c3)o2)oc2nc(C(F)(F)F)ccc12)c1cccc(Cl)c1,4.7
19211417,Cc1noc(C)c1Cn1c(=O)nc(-c2ccccc2)c2c3c(sc21)CC(C(C)(C)C)CC3,5.09
15087542,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCC3CCN(C(=O)/C=C/c4ccc(O)cc4)CC3)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,5.78
13234002,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,4.84
22843670,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,9.63
2927790,Nc1nonc1/C(=N/O)Nc1ccccc1Cl,5.19
13414955,CC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,6.85
251808,Cc1cc(N)ccc1CC(C)N,6.5
2604209,CCN(CC)CCN1CN(c2ccccc2)C2(CCN(Cc3c(Cl)cccc3Cl)CC2)C1=O,7.25
25102222,C/C=C/Cn1cc(-c2ccc(C(=O)N3CCOCC3)cc2)c2cc[nH]c2c1=O,4.91
168773,NC(=O)c1ccc([N+](=O)[O-])c(N2CC2)c1,4.21
1000738,O=C(COc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(c1ccc(F)cc1)C1CCNCC1,6.2
3497882,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3C2CCCc3ccccc32)c1,9.02
734931,CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,7.42
16393617,CN(C)CCCc1cccc(OCc2ccc3ccc(N)nc3c2)c1.Cl.Cl,6.19
6319725,Cc1cc(OC[C@@H]2COc3ccccc32)ccc1C(=O)n1c(C)c(CC(=O)O)c2cc(F)ccc21,6.28
22412525,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc(CO)cs1,6.51
10894756,O=C(Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,5.52
608098,C=C(COc1nc(N)nc2nc[nH]c12)c1ccccc1,4.43
22491346,CC(C)/C(=C1/SC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,7.2
20647469,Cc1cc(C)c2[nH]ccc2c1CN1CCCCC1CNC(N)=O,4.57
20652106,COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,4.52
682177,O=C(COc1ccc(SCCCCCc2ccco2)cc1)COc1ccc(C(=O)O)cc1,6.0
7934853,O=C(N[C@@H]1c2ccccc2-c2c(-c3nc4cnccc4[nH]3)cccc21)c1ccnc2[nH]ccc12,6.96
10881470,Cc1cc(Nc2cccc(F)c2)nc(NCc2ccccc2)n1,5.12
16638697,COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5c(Cl)cccc5Cl)nn4)cc3F)ccnc2cc1OCCCN1CCOCC1,6.54
3088902,CC(=O)N1CCc2c([nH]c3ccccc23)C1c1cccc(O)c1,5.6
15175480,Cl.Clc1ccc(C2CC3(N4CCCCC4)CNCC2C(c2ccc(Cl)cc2)C3)cc1,6.43
3455563,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(Br)c([N+](=O)[O-])c2)SCc2ccc(F)cc2)cc1,6.4
2283962,NCCCCNCCCCNCc1c2ccccc2cc2ccccc12,5.85
17724529,Cc1onc2c1CC1(CC2)Cc2ccc(Br)cc2C12N=C(N)N(C)C2=O,7.78
814971,O=C(N[C@H]1CCCCN([C@@H](Cc2ccccc2)C(=O)O)C1=O)[C@@H](S)Cc1ccccc1,6.32
25725779,O=C(NCc1cccc(Cn2cnc3ccccc32)c1)c1cc(Br)c[nH]1,7.8
17615708,CC[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](C)(c2ccccc2)OC1=O,8.41
20642076,NC1CCN(C2C(F)=Cc3c4n(cc(C(=O)O)c3=O)-c3ccccc3OC42)C1,7.52
12137325,COCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.19
19098143,CCOP(=O)(OCC)C(NNC(=O)CSc1nnc(-c2ccncc2)o1)c1ccc(F)cc1,4.5
1417584,C[C@@H]1CCCN1CCc1cc2cc(C(=O)c3cccc(Cl)c3)ccc2o1,9.19
558896,CCCCCCOc1ccc(C(=O)NCCC(C)(C)C)cc1,6.6
24742687,C[C@@]1(c2cccc(NC(=O)c3cccnc3)c2)O[C@H]2CO[C@@H]3N2[C@H]1O[C@@]3(C)c1cccc(NC(=O)c2cccnc2)c1,6.58
17691062,N#Cc1cccc(COc2c(C3CCC3)ccc(-c3cnc(N)cn3)c2F)c1,7.01
24392913,O=C(/C=C/c1c[nH]c2ccccc12)c1cc(Cl)ccc1O,6.12
15689416,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(Cl)cc2)[C@@H]3C)n1,7.7
6971406,O=C(O)c1cc(-c2ccco2)nn1-c1cccc(Cl)c1,5.27
470402,Oc1nc2ccncc2c(O)c1-c1cccc(Oc2ccccc2)c1,4.7
23183824,COc1ccc2[nH]c3c(c2c1)CCN(C(=O)CCc1ccccc1F)C3c1ccccc1,6.57
10845104,COCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2,6.58
646690,CNc1ccc(C#CCCN2CCC(Cc3ccccc3)CC2)cc1,6.34
17648238,CCC(C)(C)C(O)c1cccc(-c2cc(NC(=O)[C@@H]3CNC(=O)C3)nn2-c2ccccc2)c1,7.68
772640,CC(C)(C)c1cc(/C=C2/CCN(O)S2(=O)=O)cc(C(C)(C)C)c1O,6.16
17639677,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(Oc2ccccc2CC(N)=O)n1,7.11
24993166,CCCCCCCCCCCCN1C(=O)C(C2(OC)CCC3(C=CC(=O)C=C3)O2)C12C=CC(=O)C=C2,7.22
23199716,Cc1cc(N2C(=O)C3(CCC3)N(c3ccc(OC4CCNCC4)nc3)C2=S)cnc1C#N,6.58
1914733,CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Oc1cccc(Cl)c1,6.7
22928124,COc1cc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)ccc1O,7.51
2393706,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,8.74
17736174,CCOc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.43
1416061,COc1cc2ncc(C#N)c(Nc3ccc(Sc4nccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5.8
15212631,Nc1ccc2[nH]c3ccc(N)cc3c(=O)c2c1,5.6
10842343,O=c1[nH]nc2cc(CO)c3ccc(-c4ccc[nH]4)cc3n12,6.19
810726,CCNC(=O)NC[C@@H]1C[C@H]1c1cccc2c1OC(CC)N2,8.66
13394615,CC(C)(C)c1cc(C(C)(C)C)c2oc(=O)c(/C=N/c3ccc(S(=O)(=O)NC(=N)N)cc3)c(Cl)c2c1,6.99
17758241,O=C(O)c1cccc(Nc2ccc(Br)cc2)c1,6.92
883866,CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,4.15
18570478,Nc1ncc(-c2ccc(Br)cc2)n1CCCCCCCCn1c(-c2ccc(Br)cc2)cnc1N,5.52
13294260,O=C(CCN1CCOCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,5.51
6307485,Cc1cccc2c1C(=O)N(c1cccc(C(=O)O)c1)C2=O,4.52
7997113,Nc1nc(Nc2ccc(F)c(Cl)c2)c2nc[nH]c2n1,5.5
22399870,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1[nH]c(-c2ccc(F)cc2)nc1C(N)=O,8.2
13457597,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1ccccc1,7.92
20647013,C[C@H]1C[C@@](O)(CC(=O)O)[C@]2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C[C@H]3O[C@H]2O1,5.8
18531242,CSc1ccc(/C=C/c2ccc3c(NCCN4CCN(C)CC4)c4[nH]c5ccccc5c4[n+](C)c3c2)cc1.[I-],5.57
7592376,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,5.47
13889128,Clc1cccc(CC2(Cc3nnn[nH]3)C3CC4CC(C3)CC2C4)c1,6.35
17655338,C=C(C)COc1cc(N2CC[C@@H](Oc3ccc([C@H](C)NC(C)=O)cc3)C2)ccn1,7.11
25593404,Cc1cc(C)cc(C(N=[N+]=[N-])c2nc(SC(C)C)[nH]c(=O)c2C)c1,4.45
17771833,CN(CC1(C#N)CCCCC1)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,8.26
1651835,Oc1c2ccccc2c2c3c(cccc13)N=N2,5.43
17725073,O=C1OCc2cc([C@H]3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)cn5)C[C@H]4CO3)ccc21,6.75
15775032,CCCc1ccc(OS(=O)(=O)c2ccc(NC(=O)NCCCl)cc2)cc1,4.96
654268,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,6.1
1426774,CCCCCc1ccc(S(=O)(=O)NCCc2c[nH]c3cc(C(=O)OC)ccc23)cc1,6.33
2246113,O=C(O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.1
23129331,N#Cc1cc(COc2ccc(C(F)(F)F)cc2Cl)cc(C(=O)O)c1,8.1
1755430,CC(CO)/N=C(\N)c1c(O)nsc1Nc1cccc(Cl)c1Cl,7.42
3287450,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)c2)c1CCC(=O)O,6.2
2062200,CN(C)CCCOc1ccc(/C=C/C(=O)N(C)CCCOc2c(Br)cc(CCN(C)C)cc2Br)cc1Br,5.16
12202425,CCCCNC(=O)c1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,7.35
18250350,O=C1Cc2cc(Br)ccc2/C1=c1/[nH]c2ccccc2/c1=C\O,8.3
2679510,O=C(NC1CCc2ccccc2C1)N1CCC(c2nc(-c3ccccn3)no2)CC1,8.1
2349824,CCOc1ccccc1N1CCN(CC(O)CNC(=O)c2cccnc2Sc2ccc(OC)cc2)CC1,9.3
12179001,COc1cc(-c2cc(=O)c3ccccc3o2)ccc1OCCOCCN(CCOCCOc1ccc(-c2cc(=O)c3ccccc3o2)cc1OC)C(=O)OC(C)(C)C,5.08
18694281,Cc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1Cl,7.19
19487738,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,6.08
16315500,C[C@H](Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br)C(C)(C)O,8.4
13241667,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4.9
15235522,CC(C)(C(=O)c1cccnc1)c1cccnc1,7.82
1837235,CC(Oc1ccccc1-c1cccc([N+](=O)[O-])c1)C1=NCCN1,7.22
1138504,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CC3NCCc4cc(O)c(O)cc43)cc2)cc1,6.7
13218606,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,8.54
23171442,CCN(CC)CCn1cnc2c(=O)oc3ccccc3c21,4.43
24852960,NC(=O)c1cc2c(-c3ccc(C(=O)NCc4ccccc4O)s3)cccc2s1,7.18
3527414,CN1CCN(CCCCNc2cc3c4c(c(NCCCCN5CCN(C)CC5)cc5c4c2C(=O)N(CCCCN2CCN(C)CC2)C5=O)C(=O)N(CCCCN2CCN(C)CC2)C3=O)CC1,7.16
13957163,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,8.3
12081778,CCCn1c2cc(OCc3ccccc3)ccc2c2cc[n+](Cc3ccccc3)c(C)c21.[Br-],5.58
7590185,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,5.82
2706682,COCCN1CCc2c(C)c(NS(C)(=O)=O)c(C)c(NC(=O)C(C)(C)C)c21,5.8
25586940,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,5.92
394767,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CONC(=O)C(C)P(=O)(O)O,6.82
3301534,CCCCCCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.0
25592745,COc1cccc(CNCC(O)Cn2c3ccccc3c3ccccc32)c1,4.1
1198369,CCCS(=O)(=O)c1cc(NC(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)ncc1C(=O)O,8.0
15156290,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,6.7
3435460,COc1cc(OCC2CO2)cc2oc3ccccc3c(=O)c12,4.98
19131548,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,4.29
2938333,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(F)c2)c1,8.3
2117040,Clc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1,8.66
6378680,CN(C)CCOc1ccc(C(=O)N(CC(=O)Nc2cc(F)cc(F)c2)C2CCCCC2)cc1,4.7
17795439,N#Cc1ccc2nnc(C(=O)N3CCC(c4c(F)cccc4C(F)(F)F)CC3)n2c1,7.04
22481110,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,8.59
368909,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,6.72
16749172,COc1cc(Nc2nccc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC,5.42
788914,CCc1nc2[nH]c(N3CCOCC3)nc(Nc3ccc(Cl)cc3)c-2n1,6.28
2116775,Cc1cn2cc(C(=O)N3C[C@H]4CC[C@@H]3C4)cc2c(C#Cc2ccsc2)n1,6.2
19057961,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,9.0
13242614,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,5.37
10870049,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(-c4ccc(F)cc4S(=O)(=O)N4CCCC4)n3)cc2)CC1,6.72
18024425,Cc1c(CC2CCCCC2)n(COCc2ccccc2)c(=O)[nH]c1=O,5.17
22898156,C[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,8.2
13442124,COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O,4.68
15144092,O=C(CN1CCNCC1)N1N=C(c2ccc(F)cc2)CC1c1cc(Cl)ccc1O,4.23
23268657,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ncncc2C(=O)c2ccn(Cc3ccc(Cl)s3)n2)C[C@@H]1O,8.7
17986134,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)CSc2ccccc21,10.2
16509184,CN(C)CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.04
1242463,CCCCC/C=C\C/C=C\C/C=C\C=C\C(CCCC(=O)O)NO,4.68
15146717,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(N5CCOCC5)n4)c3c2)s1,7.8
15131563,Cc1cc(/C=N/NC(=O)Nc2ccc(-c3nc(NCCCN4CCOCC4)c4sccc4n3)cc2)cc(C)c1O,5.86
1676423,CCCCC(=O)N1CCN(C2c3ccc(Cl)cc3CCc3cc(Br)cnc32)CC1C(=O)Nc1cccnc1,7.75
23185382,COc1cc(C(=O)NCCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,9.3
147812,N[C@H]1C[C@H]1c1c[nH]cn1,5.86
38654,NC(=O)CC(/N=C(\S)Nc1ccc(S(N)(=O)=O)cc1)C(=O)O,8.22
2072616,Cc1cc2c(s1)CCNC2,4.6
17623786,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2Cl)CC1,9.0
15028810,CS(=O)(=O)c1ccc(N2CCN=C2c2ccc(Cl)cc2)cc1,5.15
3123949,COC(=O)OCc1cncn1Cc1ccc(C#N)cc1,7.36
22970043,COc1cc2cc(NC(C)=O)c(=O)oc2cc1OCCCCCCOc1c[n+]([O-])on1,4.76
18671030,CCCc1cc(C(=O)OCC)c(NC(=O)C2CCN(C(C)=O)CC2)s1,5.23
15724505,COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCC(C)(C)O,8.74
3108039,CCCCCCCCCCCCCCCCCCN(C)C(=O)[C@@H]1CSC(c2ccc(NC(C)=O)cc2)N1,5.75
719277,COc1ccc(OC)c(N2CCN(CCCCNC(=O)c3ccc(Br)cc3)CC2)c1,8.5
1953995,CN(c1ccc([N+](=O)[O-])cc1OC1CCCCC1)S(C)(=O)=O,6.18
1452568,COc1cc2c(N3CCN(/C(S)=N\Cc4ccc(C(F)(F)F)nc4)CC3)ncnc2cc1OCCN1CCCCC1,5.99
900137,CN(C)CC1CCC/C(=C\c2ccc(OC(=O)c3ccccc3)cc2)C1=O.Cl,4.62
434741,COc1c(C(C)=O)ccc(F)c1CCNC(=O)Nc1ccc(Cl)cn1,6.65
13887366,CC(=O)NCCc1coc2cc(C(=O)c3cccc(C(F)(F)F)c3)c3c(c12)CCCO3,7.47
9635749,OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,6.4
22458685,COc1cc2c(Oc3ccc(NC(=O)Cc4nnc(-c5ccc(F)cc5)o4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,6.39
7942584,COC1=NOC2(CCC[N+](C)(C)C2)C1.[I-],4.89
296561,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,5.81
1163639,O=C1C[C@H](O)CC(CCc2cccc3ccccc23)O1,4.09
25653274,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,5.53
12476881,COC(=O)c1cc2cc3cc4cc(CC(=O)O)c(C(=O)/C=C(\O)c5ccccc5O)c(OC)c4c(OC)c3c(O)c2c(=O)o1,8.89
18900597,NS(=O)(=O)c1cc(C(=O)NCCCC(=O)O)c(SC2CCCCC2)cc1Cl,8.66
907582,Cc1ncsc1CCNC(=O)CN1CCN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CC1=O,6.57
6171687,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,7.62
14172232,CC(C)(C)C(=O)NNC(=O)COc1ccc2ccccc2c1Br,5.31
23678966,Cc1cnccc1NCCNC1CCN(c2ccc3c(c2)CCC3)CC1,5.34
15069666,Cc1cncc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)c1,5.66
25478817,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccc(N4CCNCC4)cc3)c2)c(Cl)c1,5.37
296394,O=C(CN1CCC(NS(=O)(=O)c2ccccc2)C1)NC1CCc2cc(F)ccc2C1Cc1cccnc1,7.96
2356476,Cc1c(-c2ccccc2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1ccccc1F,7.72
25064397,CCN(CC)Cc1ccc(OC)c(-c2cc3c(-c4ccc(C(=O)O)c(C(C)C)c4)ccnc3[nH]2)c1,6.11
576998,O=C1[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccccc3)N2C(=O)[C@@H]2CCCN12,4.21
19026337,O=S(=O)(NCc1ccccc1)c1ccccc1-c1nnc(S)o1,5.34
25598761,CCc1nc(-c2ccc(OC)cc2)n(-c2cccc(C(=O)NCCCCn3cccn3)c2)n1,6.12
24984743,CCNC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)c(Br)c32)N1,5.04
15057851,COc1ccc(-c2cc(-c3ccccc3)nn2-c2ccccc2)cc1,5.48
17658173,COc1cc(C(=O)NCc2cnc(Oc3ccc4c(c3)CCC(c3ccccc3)O4)s2)ccn1,5.25
3427467,CC(C)(C)c1nnc(-c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Br)cc3)c2Cn2cncn2)s1,8.81
12105552,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.49
337632,CCCCOC(=O)N[C@H](CNC(=O)C[C@@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O.Cl,7.0
6268113,CCSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,7.66
13872011,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccco1,4.9
19307016,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNC(=O)NC3CCCCC3)CCC[C@]21C,4.28
3509163,Cc1cnc(NC2CCN(c3cccc(C(N)=O)c3)CC2)nc1Oc1c(C)cc(C#N)cc1Cl,8.85
23287659,CCC[C@H](C)Nc1ncc2c(C3CCN(Cc4cc(C)nc(C)c4)CC3)cn([C@H]3CC[C@H](O)CC3)c2n1,6.57
16849711,COc1ccc(-c2nsc3c2NC(=O)CC3c2cccc(Cl)c2)cc1,5.89
18496355,Brc1ccc(-c2nn(-c3ccccc3)c3c2c(-c2cccs2)nc2ccccc23)cc1,4.46
1959928,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)NCCCC[C@H](N)C(=O)Nc1ccccc1,9.05
