rec_id,lig_code,smiles,BM_scaffold,BM_scaffold_canon,scaffold_index,cluster_label
3okf_2.pdb_3okf_2_NAD_C2.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,5.0
3okf_2.pdb_3okf_2_NAD_C1.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,5.0
3okf_2.pdb_3okf_2_NAD_L1.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,72.0
4k9d_2.pdb_4k9d_2_NAD_T.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,64.0
4k9d_2.pdb_4k9d_2_NAD_N.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,81.0
4k9d_2.pdb_4k9d_2_NAD_R.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,29.0
4k9d_2.pdb_4k9d_2_NAD_L.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,56.0
2orw_1.pdb_2orw_1_4TA_G2.pdb,4TA,CC1=CN([C@H]2C[C@H](O)[C@@H](CO[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)O2)C(=O)NC1=O,O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)O2)c(=O)[nH]1,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)O2)c(=O)[nH]1,1962,115.0
2orw_1.pdb_2orw_1_4TA_H2.pdb,4TA,CC1=CN([C@H]2C[C@H](O)[C@@H](CO[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)O2)C(=O)NC1=O,O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)O2)c(=O)[nH]1,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)O2)c(=O)[nH]1,1962,152.0
2orw_1.pdb_2orw_1_4TA_H1.pdb,4TA,CC1=CN([C@H]2C[C@H](O)[C@@H](CO[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)O2)C(=O)NC1=O,O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)O2)c(=O)[nH]1,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)O2)c(=O)[nH]1,1962,152.0
2orw_1.pdb_2orw_1_4TA_G1.pdb,4TA,CC1=CN([C@H]2C[C@H](O)[C@@H](CO[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)O2)C(=O)NC1=O,O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)O2)c(=O)[nH]1,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)O2)c(=O)[nH]1,1962,115.0
2h9v_2.pdb_2h9v_2_Y27_B1.pdb,Y27,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc2ccncc2,O=C(Nc1ccncc1)C1CCCCC1,O=C(Nc1ccncc1)C1CCCCC1,2591,
2h9v_2.pdb_2h9v_2_Y27_B2.pdb,Y27,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc2ccncc2,O=C(Nc1ccncc1)C1CCCCC1,O=C(Nc1ccncc1)C1CCCCC1,2591,
2h9v_2.pdb_2h9v_2_Y27_B3.pdb,Y27,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc2ccncc2,O=C(Nc1ccncc1)C1CCCCC1,O=C(Nc1ccncc1)C1CCCCC1,2591,
2h9v_2.pdb_2h9v_2_Y27_B4.pdb,Y27,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc2ccncc2,O=C(Nc1ccncc1)C1CCCCC1,O=C(Nc1ccncc1)C1CCCCC1,2591,
1kgi_1.pdb_1kgi_1_T4A_F.pdb,T4A,OC(=O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,48,133.0
1kgi_1.pdb_1kgi_1_T4A_E.pdb,T4A,OC(=O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,48,126.0
5bz4_1.pdb_5bz4_1_COA_M.pdb,COA,CC(C)(CO[P@@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,78.0
5bz4_1.pdb_5bz4_1_COA_N.pdb,COA,CC(C)(CO[P@@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,7.0
6wl6_1.pdb_6wl6_1_91A_D1.pdb,91A,CC(C)C[C@H](CN)N1CCc2c(scc2c3cccnc3)C1=O,O=C1NCCc2c(-c3cccnc3)csc21,O=C1NCCc2c(-c3cccnc3)csc21,2592,156.0
6wl6_1.pdb_6wl6_1_91A_D2.pdb,91A,CC(C)C[C@H](CN)N1CCc2c(scc2c3cccnc3)C1=O,O=C1NCCc2c(-c3cccnc3)csc21,O=C1NCCc2c(-c3cccnc3)csc21,2592,156.0
6wl6_1.pdb_6wl6_1_91A_C1.pdb,91A,CC(C)C[C@H](CN)N1CCc2c(scc2c3cccnc3)C1=O,O=C1NCCc2c(-c3cccnc3)csc21,O=C1NCCc2c(-c3cccnc3)csc21,2592,24.0
6wl6_1.pdb_6wl6_1_91A_C2.pdb,91A,CC(C)C[C@H](CN)N1CCc2c(scc2c3cccnc3)C1=O,O=C1NCCc2c(-c3cccnc3)csc21,O=C1NCCc2c(-c3cccnc3)csc21,2592,24.0
3mup_1.pdb_3mup_1_SMK_G.pdb,SMK,CC[C@H](N)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H]2CCCCC(=O)N21,O=C(NC(c1ccccc1)c1ccccc1)C1CCC2CCCCC(=O)N21,2593,159.0
3mup_1.pdb_3mup_1_SMK_K.pdb,SMK,CC[C@H](N)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H]2CCCCC(=O)N21,O=C(NC(c1ccccc1)c1ccccc1)C1CCC2CCCCC(=O)N21,2593,115.0
3mup_1.pdb_3mup_1_SMK_I.pdb,SMK,CC[C@H](N)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H]2CCCCC(=O)N21,O=C(NC(c1ccccc1)c1ccccc1)C1CCC2CCCCC(=O)N21,2593,115.0
3mup_1.pdb_3mup_1_SMK_E.pdb,SMK,CC[C@H](N)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4,O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H]2CCCCC(=O)N21,O=C(NC(c1ccccc1)c1ccccc1)C1CCC2CCCCC(=O)N21,2593,9.0
4ytp_1.pdb_4ytp_1_HEM_I.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,
4ytp_1.pdb_4ytp_1_E23_J.pdb,E23,CC(C)(C)c1ccc(CNC(=O)c2ccccc2C(F)(F)F)cc1,O=C(NCc1ccccc1)c1ccccc1,O=C(NCc1ccccc1)c1ccccc1,2188,14.0
4ytp_1.pdb_4ytp_1_FAD_E.pdb,FAD,Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)n5cnc6c(N)ncnc56)c2cc1C,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,4,
6sq7_1.pdb_6sq7_1_NAD_B1.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,74.0
6sq7_1.pdb_6sq7_1_9FN_C3.pdb,9FN,OC(=O)c1ccccc1C(=O)c2ccc(Cl)c(c2)[N+]([O-])=O,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,1278,
6sq7_1.pdb_6sq7_1_NAD_B4.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,74.0
6sq7_1.pdb_6sq7_1_NAD_B3.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,74.0
6sq7_1.pdb_6sq7_1_NAD_B2.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,74.0
6sq7_1.pdb_6sq7_1_9FN_C2.pdb,9FN,OC(=O)c1ccccc1C(=O)c2ccc(Cl)c(c2)[N+]([O-])=O,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,1278,
6sq7_1.pdb_6sq7_1_9FN_C1.pdb,9FN,OC(=O)c1ccccc1C(=O)c2ccc(Cl)c(c2)[N+]([O-])=O,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,1278,
6sq7_1.pdb_6sq7_1_9FN_C4.pdb,9FN,OC(=O)c1ccccc1C(=O)c2ccc(Cl)c(c2)[N+]([O-])=O,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,1278,
8db9_1.pdb_8db9_1_R1Y_J2.pdb,R1Y,NC(=N)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,c1ncn([C@H]2CCCO2)n1,c1ncn(C2CCCO2)n1,2594,158.0
8db9_1.pdb_8db9_1_R1Y_H1.pdb,R1Y,NC(=N)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,c1ncn([C@H]2CCCO2)n1,c1ncn(C2CCCO2)n1,2594,56.0
8db9_1.pdb_8db9_1_R1Y_F1.pdb,R1Y,NC(=N)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,c1ncn([C@H]2CCCO2)n1,c1ncn(C2CCCO2)n1,2594,64.0
5jyd_2.pdb_5jyd_2_NAD_RB.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,36.0
5jyd_2.pdb_5jyd_2_NAD_BC.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,132.0
5jyd_2.pdb_5jyd_2_NAD_IB.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,
5jyd_2.pdb_5jyd_2_NAD_VA.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,71.0
4re6_3.pdb_4re6_3_Y3A_J2.pdb,Y3A,O[C@@H](CCl)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OCc2ccccc2,O=C(CNC(=O)CNC(=O)OCc1ccccc1)NCCc1ccccc1,O=C(CNC(=O)CNC(=O)OCc1ccccc1)NCCc1ccccc1,2199,69.0
5upx_1.pdb_5upx_1_XMP_B2.pdb,XMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2c[nH+]c3C(=O)NC(=O)Nc23,O=c1[nH]c(=O)c2[nH+]cn([C@H]3CCCO3)c2[nH]1,O=c1[nH]c(=O)c2[nH+]cn(C3CCCO3)c2[nH]1,790,32.0
5upx_1.pdb_5upx_1_XMP_B3.pdb,XMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2c[nH+]c3C(=O)NC(=O)Nc23,O=c1[nH]c(=O)c2[nH+]cn([C@H]3CCCO3)c2[nH]1,O=c1[nH]c(=O)c2[nH+]cn(C3CCCO3)c2[nH]1,790,32.0
5upx_1.pdb_5upx_1_XMP_B4.pdb,XMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2c[nH+]c3C(=O)NC(=O)Nc23,O=c1[nH]c(=O)c2[nH+]cn([C@H]3CCCO3)c2[nH]1,O=c1[nH]c(=O)c2[nH+]cn(C3CCCO3)c2[nH]1,790,32.0
5upx_1.pdb_5upx_1_XMP_B1.pdb,XMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2c[nH+]c3C(=O)NC(=O)Nc23,O=c1[nH]c(=O)c2[nH+]cn([C@H]3CCCO3)c2[nH]1,O=c1[nH]c(=O)c2[nH+]cn(C3CCCO3)c2[nH]1,790,32.0
3go6_2.pdb_3go6_2_ADP_E2.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,
3go6_2.pdb_3go6_2_ADP_E1.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,
4k9q_1.pdb_4k9q_1_TPP_F1.pdb,TPP,Cc1ncc(C[n+]2csc(CCO[P@@](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,c1ncc(C[n+]2ccsc2)cn1,c1ncc(C[n+]2ccsc2)cn1,105,139.0
4k9q_1.pdb_4k9q_1_TPP_F2.pdb,TPP,Cc1ncc(C[n+]2csc(CCO[P@@](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,c1ncc(C[n+]2ccsc2)cn1,c1ncc(C[n+]2ccsc2)cn1,105,139.0
4k9q_1.pdb_4k9q_1_TPP_D1.pdb,TPP,Cc1ncc(C[n+]2csc(CCO[P@@](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,c1ncc(C[n+]2ccsc2)cn1,c1ncc(C[n+]2ccsc2)cn1,105,38.0
4k9q_1.pdb_4k9q_1_TPP_D2.pdb,TPP,Cc1ncc(C[n+]2csc(CCO[P@@](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,c1ncc(C[n+]2ccsc2)cn1,c1ncc(C[n+]2ccsc2)cn1,105,38.0
2pd6_1.pdb_2pd6_1_NAD_E.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,115.0
2pd6_1.pdb_2pd6_1_NAD_F.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,115.0
2pd6_1.pdb_2pd6_1_NAD_H.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,115.0
2pd6_1.pdb_2pd6_1_NAD_G.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,28.0
5z96_1.pdb_5z96_1_Y01_O.pdb,Y01,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCC(O)=O,C1=C2CCCCC2[C@H]2CCC3CCC[C@H]3[C@@H]2C1,C1=C2CCCCC2C2CCC3CCCC3C2C1,15,
5z96_1.pdb_5z96_1_Y01_I.pdb,Y01,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCC(O)=O,C1=C2CCCCC2[C@H]2CCC3CCC[C@H]3[C@@H]2C1,C1=C2CCCCC2C2CCC3CCCC3C2C1,15,
5z96_1.pdb_5z96_1_Y01_E.pdb,Y01,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCC(O)=O,C1=C2CCCCC2[C@H]2CCC3CCC[C@H]3[C@@H]2C1,C1=C2CCCCC2C2CCC3CCCC3C2C1,15,
5z96_1.pdb_5z96_1_Y01_M.pdb,Y01,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCC(O)=O,C1=C2CCCCC2[C@H]2CCC3CCC[C@H]3[C@@H]2C1,C1=C2CCCCC2C2CCC3CCCC3C2C1,15,69.0
3vhx_2.pdb_3vhx_2_GTP_M.pdb,GTP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,36.0
3vhx_2.pdb_3vhx_2_GTP_P.pdb,GTP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,36.0
3tho_2.pdb_3tho_2_ADP_C1.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,
