pocket_cluster,scaffold_index,count
118.0,405,5
118.0,547,1
118.0,874,19
118.0,961,1
118.0,1054,4
118.0,1163,1
118.0,1182,1
118.0,1250,1
118.0,1252,1
118.0,1261,137
118.0,1263,4
118.0,1272,4
118.0,1281,21
118.0,1305,1
118.0,1329,1
118.0,1382,2
118.0,1727,1
118.0,2028,2
118.0,2052,1
118.0,2464,1
118.0,2584,1
118.0,2753,1
118.0,2835,1
119.0,0,23
119.0,1,3
119.0,3,43
119.0,4,11
119.0,6,19
119.0,9,3
119.0,13,21
119.0,14,2
119.0,17,1
119.0,23,1
119.0,36,7
119.0,46,2
119.0,48,2
119.0,49,1
119.0,59,3
119.0,61,3
119.0,64,1
119.0,86,1
119.0,101,1
119.0,125,4
119.0,167,4
119.0,210,1
119.0,266,1
119.0,404,22
119.0,423,1
119.0,453,1
119.0,599,1
119.0,638,2
119.0,657,4
119.0,695,1
119.0,891,1
119.0,898,1
119.0,944,1
119.0,977,1
119.0,1091,1
119.0,1182,7
119.0,1261,65
119.0,1262,2
119.0,1263,1
119.0,1281,3
119.0,1301,1
119.0,1322,3
119.0,1382,1
119.0,1387,1
119.0,1513,1
119.0,1608,1
119.0,2117,1
119.0,2275,1
119.0,2306,1
119.0,2469,1
119.0,2628,2
119.0,2792,2
119.0,2809,4
119.0,2912,2
119.0,2959,4
120.0,0,49
120.0,1,2
120.0,3,90
120.0,4,4
120.0,6,8
120.0,7,1
120.0,9,1
120.0,13,13
120.0,14,10
120.0,23,5
120.0,32,1
120.0,36,17
120.0,39,3
120.0,45,1
120.0,59,6
120.0,86,1
120.0,100,1
120.0,104,1
120.0,125,1
120.0,151,1
120.0,191,2
120.0,287,1
120.0,297,1
120.0,356,2
120.0,550,1
120.0,654,1
120.0,663,1
120.0,664,1
120.0,665,1
120.0,753,1
120.0,914,1
120.0,930,1
120.0,976,1
120.0,1232,4
120.0,1239,1
120.0,1244,1
120.0,1261,11
120.0,1350,2
120.0,1698,1
120.0,1707,1
120.0,1710,1
120.0,1746,2
120.0,2133,2
120.0,2240,1
120.0,2338,2
120.0,2341,1
120.0,2527,1
120.0,2579,2
121.0,0,12
121.0,1,14
121.0,3,70
121.0,4,9
121.0,6,15
121.0,9,14
121.0,13,58
121.0,14,15
121.0,17,2
121.0,23,1
121.0,32,1
121.0,42,1
121.0,49,2
121.0,59,6
121.0,101,4
121.0,104,1
121.0,105,12
121.0,324,1
121.0,404,1
121.0,539,6
121.0,621,1
121.0,827,2
121.0,828,1
121.0,874,1
121.0,1063,2
121.0,1091,1
121.0,1092,4
121.0,1175,1
121.0,1178,1
121.0,1206,1
121.0,1225,2
121.0,1261,8
121.0,1942,2
121.0,1999,1
121.0,2023,2
121.0,2150,1
121.0,2194,1
121.0,2517,4
121.0,2537,2
121.0,2921,1
122.0,0,66
122.0,1,6
122.0,3,41
122.0,4,8
122.0,6,7
122.0,9,3
122.0,13,8
122.0,14,3
122.0,15,8
122.0,17,7
122.0,36,1
122.0,42,1
122.0,46,4
122.0,48,1
122.0,49,5
122.0,86,2
122.0,92,1
122.0,129,3
122.0,193,1
122.0,198,1
122.0,200,1
122.0,210,7
122.0,266,3
122.0,277,2
122.0,281,1
122.0,387,1
122.0,445,1
122.0,486,1
122.0,517,1
122.0,551,1
122.0,611,1
122.0,633,1
122.0,709,1
122.0,740,1
122.0,804,1
122.0,865,1
122.0,874,1
122.0,945,1
122.0,1054,3
122.0,1131,1
122.0,1143,1
122.0,1155,1
122.0,1182,94
122.0,1183,3
122.0,1209,5
122.0,1215,3
122.0,1216,1
122.0,1260,9
122.0,1261,253
122.0,1263,4
122.0,1281,5
122.0,1298,1
122.0,1329,2
122.0,1330,2
122.0,1331,1
122.0,1386,2
122.0,1408,1
122.0,1486,1
122.0,1583,1
122.0,1640,1
122.0,1750,2
122.0,1779,1
122.0,1924,1
122.0,1926,1
122.0,1939,2
122.0,1944,1
122.0,1978,1
122.0,1989,1
122.0,2484,1
122.0,2529,4
122.0,2553,4
122.0,2642,1
122.0,2790,2
123.0,0,25
123.0,1,2
123.0,3,106
123.0,4,9
123.0,5,1
123.0,6,22
123.0,7,1
123.0,9,7
123.0,13,57
123.0,14,2
123.0,15,3
123.0,17,8
123.0,23,1
123.0,32,8
123.0,36,30
123.0,45,1
123.0,49,5
123.0,59,14
123.0,61,1
123.0,64,1
123.0,86,1
123.0,90,1
123.0,105,1
123.0,125,30
123.0,175,1
123.0,181,1
123.0,208,1
123.0,263,6
123.0,266,9
123.0,275,2
123.0,287,1
123.0,295,1
123.0,297,3
123.0,326,1
123.0,341,3
123.0,352,2
123.0,374,1
123.0,379,3
123.0,383,1
123.0,492,1
123.0,545,1
123.0,874,2
123.0,907,2
123.0,965,2
123.0,1001,2
123.0,1054,2
123.0,1105,1
123.0,1130,1
123.0,1138,1
123.0,1148,1
123.0,1182,8
123.0,1248,3
123.0,1252,1
123.0,1260,3
123.0,1261,75
123.0,1266,1
123.0,1277,1
123.0,1279,2
123.0,1281,16
123.0,1288,1
123.0,1304,3
123.0,1319,2
123.0,1330,1
123.0,1331,1
123.0,1356,12
123.0,1364,1
123.0,1458,1
123.0,1589,4
123.0,1733,1
123.0,1909,3
123.0,1941,2
123.0,1996,6
123.0,2036,1
123.0,2038,1
123.0,2289,1
123.0,2601,4
123.0,2676,1
123.0,2695,2
123.0,2712,3
123.0,2781,1
123.0,2886,1
124.0,0,101
124.0,1,3
124.0,3,24
124.0,4,1
124.0,6,2
124.0,9,2
124.0,13,3
124.0,14,4
124.0,15,14
124.0,17,8
124.0,36,3
124.0,46,3
124.0,48,4
124.0,49,7
124.0,58,1
124.0,59,1
124.0,64,1
124.0,100,2
124.0,106,1
124.0,121,1
124.0,148,2
124.0,167,1
124.0,172,1
124.0,210,9
124.0,216,1
124.0,239,1
124.0,266,1
124.0,314,2
124.0,352,1
124.0,360,1
124.0,455,1
124.0,474,1
124.0,561,1
124.0,637,1
124.0,709,1
124.0,710,1
124.0,732,1
124.0,874,3
124.0,882,4
124.0,965,4
124.0,979,1
124.0,1038,1
124.0,1062,1
124.0,1101,1
124.0,1143,1
124.0,1182,70
124.0,1183,3
124.0,1208,1
124.0,1224,1
124.0,1229,1
124.0,1260,11
124.0,1261,362
124.0,1263,2
124.0,1268,1
124.0,1270,5
124.0,1277,1
124.0,1281,47
124.0,1286,3
124.0,1299,1
124.0,1301,4
124.0,1329,3
124.0,1330,7
124.0,1331,2
124.0,1386,1
124.0,1387,3
124.0,1395,5
124.0,1398,9
124.0,1486,1
124.0,1498,1
124.0,1503,1
124.0,1588,1
124.0,1853,1
124.0,1892,1
124.0,2264,1
124.0,2381,1
124.0,2386,1
124.0,2387,2
124.0,2514,3
124.0,2567,1
124.0,2624,1
124.0,2916,1
125.0,0,41
125.0,1,4
125.0,3,23
125.0,4,5
125.0,6,4
125.0,7,1
125.0,9,2
125.0,13,10
125.0,14,1
125.0,15,1
125.0,17,4
125.0,36,3
125.0,39,1
125.0,46,4
125.0,49,8
125.0,59,4
125.0,64,1
125.0,86,2
125.0,101,1
125.0,121,1
125.0,200,3
125.0,266,1
125.0,287,2
125.0,379,1
125.0,556,1
125.0,624,1
125.0,663,2
125.0,704,1
125.0,874,6
125.0,965,1
125.0,1065,1
125.0,1182,7
125.0,1183,5
125.0,1217,2
125.0,1240,1
125.0,1260,5
125.0,1261,77
125.0,1262,2
125.0,1263,1
125.0,1281,8
125.0,1298,2
125.0,1329,3
125.0,1330,1
125.0,1331,2
125.0,1367,1
125.0,1395,1
125.0,1745,1
125.0,1781,2
125.0,1830,1
125.0,1976,1
125.0,2064,1
125.0,2128,3
125.0,2275,1
125.0,2313,1
125.0,2325,1
125.0,2373,3
125.0,2544,1
125.0,2549,1
125.0,2742,2
125.0,2783,1
125.0,2814,2
126.0,0,9
126.0,1,6
126.0,3,64
126.0,4,5
126.0,6,11
126.0,9,4
126.0,13,8
126.0,14,8
126.0,17,4
126.0,32,4
126.0,39,4
126.0,42,3
126.0,45,1
126.0,48,1
126.0,49,1
126.0,59,1
126.0,92,1
126.0,125,1
126.0,131,1
126.0,165,5
126.0,193,1
126.0,247,1
126.0,314,1
126.0,339,1
126.0,379,1
126.0,401,1
126.0,461,1
126.0,489,1
126.0,663,1
126.0,781,3
126.0,803,1
126.0,827,1
126.0,866,1
126.0,875,1
126.0,985,3
126.0,1008,1
126.0,1050,1
126.0,1113,1
126.0,1175,1
126.0,1258,1
126.0,1274,2
126.0,1531,1
126.0,1534,1
126.0,1582,1
126.0,1621,1
126.0,1650,1
126.0,1704,1
126.0,1746,2
126.0,1807,1
126.0,1881,1
126.0,2081,1
126.0,2477,2
126.0,2490,1
126.0,2557,2
126.0,2822,1
126.0,2874,1
126.0,2905,1
127.0,0,58
127.0,1,11
127.0,3,88
127.0,4,5
127.0,6,28
127.0,9,10
127.0,12,1
127.0,13,71
127.0,14,9
127.0,15,2
127.0,17,4
127.0,23,4
127.0,32,5
127.0,34,3
127.0,36,18
127.0,39,2
127.0,48,3
127.0,49,2
127.0,59,18
127.0,61,2
127.0,69,1
127.0,86,1
127.0,105,14
127.0,137,1
127.0,151,2
127.0,191,1
127.0,219,1
127.0,266,1
127.0,314,3
127.0,395,1
127.0,404,2
127.0,511,1
127.0,603,1
127.0,663,18
127.0,891,1
127.0,903,1
127.0,925,1
127.0,1043,2
127.0,1115,1
127.0,1171,4
127.0,1173,1
127.0,1182,2
127.0,1261,3
127.0,1354,7
127.0,1492,1
127.0,1693,2
127.0,1738,4
127.0,1803,1
127.0,1963,1
127.0,1969,2
127.0,2035,1
127.0,2042,2
127.0,2104,1
127.0,2199,6
127.0,2247,1
127.0,2374,2
127.0,2439,2
127.0,2482,2
127.0,2622,2
127.0,2657,1
127.0,2866,1
128.0,0,7
128.0,1,5
128.0,3,35
128.0,4,12
128.0,6,15
128.0,13,10
128.0,14,8
128.0,17,2
128.0,23,7
128.0,32,1
128.0,36,9
128.0,39,1
128.0,49,1
128.0,55,1
128.0,59,8
128.0,86,2
128.0,160,2
128.0,169,1
128.0,191,5
128.0,302,2
128.0,379,3
128.0,404,1
128.0,435,3
128.0,539,1
128.0,882,1
128.0,1052,2
128.0,1150,1
128.0,1615,1
128.0,2016,1
128.0,2619,4
129.0,0,5
129.0,1,3
129.0,3,105
129.0,4,10
129.0,6,17
129.0,9,1
129.0,13,7
129.0,14,6
129.0,17,3
129.0,27,1
129.0,28,1
129.0,32,5
129.0,36,2
129.0,48,1
129.0,49,2
129.0,59,2
129.0,72,1
129.0,86,1
129.0,100,1
129.0,105,3
129.0,165,9
129.0,181,2
129.0,256,1
129.0,269,1
129.0,379,1
129.0,383,2
129.0,404,1
129.0,492,2
129.0,541,1
129.0,659,1
129.0,767,1
129.0,781,1
129.0,791,1
129.0,811,1
129.0,823,1
129.0,848,1
129.0,955,1
129.0,1123,1
129.0,1173,3
129.0,1261,2
129.0,1562,1
129.0,1619,1
129.0,1647,1
129.0,1674,1
129.0,1804,1
129.0,1950,1
129.0,2050,2
129.0,2120,1
129.0,2187,1
129.0,2278,1
129.0,2304,2
129.0,2323,1
129.0,2333,2
129.0,2436,3
129.0,2737,1
129.0,2952,1
130.0,0,36
130.0,1,15
130.0,3,88
130.0,4,37
130.0,6,26
130.0,9,20
130.0,13,81
130.0,14,27
130.0,17,9
130.0,23,5
130.0,32,4
130.0,36,7
130.0,39,8
130.0,49,3
130.0,59,8
130.0,61,2
130.0,105,7
130.0,138,2
130.0,165,2
130.0,181,2
130.0,183,1
130.0,191,4
130.0,219,1
130.0,316,1
130.0,404,3
130.0,463,1
130.0,530,1
130.0,532,1
130.0,663,4
130.0,716,1
130.0,720,2
130.0,741,1
130.0,787,1
130.0,832,1
130.0,918,1
130.0,1236,1
130.0,1240,4
130.0,1246,1
130.0,1334,1
130.0,1354,2
130.0,1452,1
130.0,1605,1
130.0,1642,1
130.0,1710,1
130.0,1819,2
130.0,1862,1
130.0,1865,2
130.0,1907,2
130.0,2113,2
130.0,2156,1
130.0,2247,2
130.0,2495,1
130.0,2692,1
130.0,2939,1
131.0,0,37
131.0,1,12
131.0,3,85
131.0,4,31
131.0,6,12
131.0,9,5
131.0,13,39
131.0,14,14
131.0,17,1
131.0,23,2
131.0,32,5
131.0,36,54
131.0,39,2
131.0,48,1
131.0,49,2
131.0,59,18
131.0,61,1
131.0,90,1
131.0,105,1
131.0,165,1
131.0,191,4
131.0,239,1
131.0,314,1
131.0,385,1
131.0,404,1
131.0,484,1
131.0,530,1
131.0,874,10
131.0,912,1
131.0,1068,1
131.0,1089,1
131.0,1217,1
131.0,1233,2
131.0,1260,3
131.0,1261,15
131.0,1263,6
131.0,1281,3
131.0,1301,1
131.0,1312,5
131.0,1366,6
131.0,1738,2
131.0,1921,2
131.0,2007,1
131.0,2244,2
131.0,2363,1
131.0,2588,2
131.0,2895,1
131.0,2924,2
132.0,0,28
132.0,1,3
132.0,3,50
132.0,4,8
132.0,5,1
132.0,6,21
132.0,9,5
132.0,13,13
132.0,14,5
132.0,17,2
132.0,23,2
132.0,32,2
132.0,33,1
132.0,36,7
132.0,39,1
132.0,45,1
132.0,46,1
132.0,59,4
132.0,86,4
132.0,118,1
132.0,123,1
132.0,181,12
132.0,192,1
132.0,234,1
132.0,266,5
132.0,274,2
132.0,287,1
132.0,300,4
132.0,439,1
132.0,513,1
132.0,549,1
132.0,565,3
132.0,655,1
132.0,656,1
132.0,663,3
132.0,679,1
132.0,742,1
132.0,842,1
132.0,1097,2
132.0,1162,1
132.0,1174,1
132.0,1182,6
132.0,1336,1
132.0,1536,1
132.0,1634,1
132.0,1726,2
132.0,1729,1
132.0,1813,1
132.0,1893,1
132.0,1918,1
132.0,2005,1
132.0,2041,1
132.0,2059,1
132.0,2099,2
132.0,2180,2
132.0,2330,1
132.0,2385,1
132.0,2417,1
132.0,2697,6
132.0,2801,1
133.0,0,32
133.0,1,1
133.0,3,71
133.0,4,10
133.0,6,6
133.0,9,3
133.0,13,14
133.0,14,4
133.0,15,2
133.0,17,9
133.0,19,2
133.0,23,1
133.0,30,1
133.0,35,1
133.0,48,3
133.0,49,1
133.0,59,4
133.0,92,1
133.0,105,1
133.0,125,1
133.0,165,2
133.0,167,2
133.0,175,1
133.0,181,5
133.0,192,3
133.0,193,1
133.0,207,1
133.0,242,1
133.0,250,1
133.0,260,1
133.0,287,1
133.0,297,1
133.0,300,1
133.0,310,1
133.0,314,2
133.0,344,3
133.0,439,1
133.0,499,1
133.0,552,1
133.0,560,1
133.0,612,1
133.0,760,1
133.0,952,1
133.0,965,2
133.0,987,1
133.0,992,1
133.0,1039,1
133.0,1150,1
133.0,1174,1
133.0,1182,3
133.0,1259,2
133.0,1306,1
133.0,1340,2
133.0,1393,2
133.0,1513,1
133.0,1687,1
133.0,1707,2
133.0,1713,2
133.0,1784,1
133.0,1872,1
133.0,1881,1
133.0,1888,1
133.0,1891,1
133.0,2236,1
133.0,2294,1
133.0,2447,1
133.0,2490,1
133.0,2491,2
133.0,2569,2
133.0,2575,1
133.0,2577,2
133.0,2671,2
133.0,2680,1
133.0,2706,2
133.0,2769,2
133.0,2820,1
133.0,2827,1
133.0,2845,1
133.0,2872,1
133.0,2884,3
133.0,2905,1
133.0,2935,1
134.0,0,16
134.0,1,1
134.0,3,85
134.0,4,4
134.0,5,1
134.0,6,9
134.0,9,3
134.0,13,6
134.0,14,15
134.0,17,1
134.0,23,1
134.0,32,1
134.0,36,8
134.0,39,1
134.0,42,1
134.0,48,4
134.0,49,1
134.0,59,2
134.0,65,1
134.0,86,2
134.0,105,1
134.0,165,1
134.0,266,1
134.0,378,1
134.0,404,1
134.0,427,1
134.0,490,1
134.0,874,1
134.0,965,7
134.0,1054,1
134.0,1184,3
134.0,1261,13
134.0,1281,3
134.0,1286,2
134.0,1329,2
134.0,1330,1
134.0,1475,1
134.0,1741,1
134.0,2197,1
134.0,2419,1
134.0,2578,2
135.0,0,25
135.0,1,10
135.0,3,34
135.0,4,3
135.0,6,11
135.0,7,1
135.0,9,6
135.0,13,14
135.0,14,2
135.0,23,2
135.0,32,5
135.0,36,16
135.0,46,4
135.0,49,1
135.0,51,1
135.0,59,3
135.0,61,1
135.0,64,8
135.0,86,1
135.0,104,2
135.0,121,3
135.0,138,8
135.0,266,6
135.0,404,3
135.0,663,6
135.0,799,1
135.0,874,8
135.0,879,1
135.0,1009,1
135.0,1040,1
135.0,1077,1
135.0,1115,4
135.0,1151,1
135.0,1182,4
135.0,1217,1
135.0,1240,4
135.0,1261,37
135.0,1281,5
135.0,1298,1
135.0,1330,1
135.0,1331,1
135.0,1565,1
135.0,1601,1
135.0,1604,1
135.0,1705,2
135.0,2327,1
135.0,2404,1
135.0,2425,1
135.0,2616,2
135.0,2803,3
135.0,2953,4
136.0,0,53
136.0,1,7
136.0,3,36
136.0,6,3
136.0,9,2
136.0,13,6
136.0,15,11
136.0,17,3
136.0,23,1
136.0,32,1
136.0,36,11
136.0,42,2
136.0,48,1
136.0,49,7
136.0,59,3
136.0,64,3
136.0,86,2
136.0,87,1
136.0,101,2
136.0,105,1
136.0,142,1
136.0,157,1
136.0,162,2
136.0,210,1
136.0,231,3
136.0,277,1
136.0,327,1
136.0,517,1
136.0,572,1
136.0,592,2
136.0,709,1
136.0,783,1
136.0,854,1
136.0,874,1
136.0,905,1
136.0,965,3
136.0,1058,1
136.0,1074,4
136.0,1129,3
136.0,1145,1
136.0,1147,1
136.0,1182,7
136.0,1199,1
136.0,1230,1
136.0,1260,3
136.0,1261,86
136.0,1263,1
136.0,1265,1
136.0,1281,3
136.0,1295,1
136.0,1306,1
136.0,1322,1
136.0,1329,1
136.0,1330,3
136.0,1387,1
136.0,1502,1
136.0,1629,1
136.0,1672,1
136.0,1867,2
136.0,1922,2
136.0,1980,1
136.0,2217,1
136.0,2231,1
136.0,2312,1
136.0,2532,2
136.0,2563,1
136.0,2915,1
137.0,0,106
137.0,1,3
137.0,3,7
137.0,4,5
137.0,6,3
137.0,7,1
137.0,9,3
137.0,13,4
137.0,14,2
137.0,15,5
137.0,17,10
137.0,23,3
137.0,36,3
137.0,46,8
137.0,49,3
137.0,59,3
137.0,61,1
137.0,64,12
137.0,67,2
137.0,86,1
137.0,105,1
137.0,192,2
137.0,210,13
137.0,277,4
137.0,318,3
137.0,332,1
137.0,346,1
137.0,418,1
137.0,445,3
137.0,524,1
137.0,553,3
137.0,576,1
137.0,582,1
137.0,627,1
137.0,663,3
137.0,761,2
137.0,777,1
137.0,874,1
137.0,891,1
137.0,959,1
137.0,977,1
137.0,996,1
137.0,1049,1
137.0,1130,1
137.0,1145,1
137.0,1179,3
137.0,1182,59
137.0,1183,9
137.0,1192,1
137.0,1217,1
137.0,1260,2
137.0,1261,218
137.0,1262,18
137.0,1263,11
137.0,1281,1
137.0,1293,1
137.0,1299,1
137.0,1322,1
137.0,1330,1
137.0,1405,1
137.0,1458,1
137.0,1675,1
137.0,1748,1
137.0,1749,1
137.0,1846,1
137.0,1858,1
137.0,1938,2
137.0,1954,2
137.0,1980,1
137.0,2104,6
137.0,2155,2
137.0,2273,2
137.0,2355,1
137.0,2384,1
137.0,2466,1
137.0,2609,1
137.0,2790,1
137.0,2851,1
137.0,2858,1
138.0,0,41
138.0,1,3
138.0,3,64
138.0,4,4
138.0,6,6
138.0,9,4
138.0,13,19
138.0,14,1
138.0,15,4
138.0,32,1
138.0,36,7
138.0,46,4
138.0,49,2
138.0,59,6
138.0,61,2
138.0,64,2
138.0,86,9
138.0,101,3
138.0,105,2
138.0,167,2
138.0,216,1
138.0,298,1
138.0,691,1
138.0,790,1
138.0,1054,1
138.0,1159,1
138.0,1163,1
138.0,1202,1
138.0,1216,1
138.0,1217,6
138.0,1260,2
138.0,1261,52
138.0,1263,2
138.0,1281,6
138.0,1329,2
138.0,1330,1
138.0,1367,1
138.0,1527,1
138.0,2097,1
138.0,2262,1
138.0,2336,2
138.0,2613,1
139.0,0,9
139.0,3,35
139.0,6,9
139.0,9,3
139.0,12,1
139.0,13,11
139.0,14,3
139.0,17,2
139.0,23,2
139.0,36,4
139.0,39,1
139.0,42,7
139.0,50,1
139.0,61,2
139.0,105,12
139.0,121,2
139.0,144,1
139.0,344,1
139.0,404,34
139.0,624,1
139.0,663,3
139.0,984,1
139.0,1043,1
139.0,1063,1
139.0,1171,2
139.0,1261,12
139.0,1348,1
139.0,1637,1
139.0,2065,2
139.0,2328,1
139.0,2539,2
139.0,2662,1
139.0,2701,1
140.0,0,18
140.0,1,10
140.0,3,72
140.0,4,38
140.0,6,10
140.0,9,12
140.0,13,41
140.0,14,27
140.0,17,1
140.0,23,4
140.0,32,8
140.0,36,3
140.0,45,1
140.0,49,1
140.0,59,6
140.0,86,1
140.0,105,3
140.0,215,1
140.0,329,1
140.0,431,1
140.0,492,2
140.0,716,2
140.0,791,1
140.0,958,1
140.0,973,1
140.0,980,1
140.0,1024,1
140.0,1190,2
140.0,1261,3
140.0,1283,5
140.0,1738,2
140.0,1809,2
140.0,1870,1
140.0,1943,1
140.0,2038,1
140.0,2123,2
140.0,2239,1
140.0,2539,4
140.0,2586,1
140.0,2939,1
141.0,0,26
141.0,1,6
141.0,3,64
141.0,4,4
141.0,6,18
141.0,9,4
141.0,13,8
141.0,14,9
141.0,17,5
141.0,30,2
141.0,32,2
141.0,34,1
141.0,36,5
141.0,42,2
141.0,47,1
141.0,49,3
141.0,59,3
141.0,61,2
141.0,62,1
141.0,81,1
141.0,86,1
141.0,104,1
141.0,105,4
141.0,125,1
141.0,165,2
141.0,192,1
141.0,193,1
141.0,264,2
141.0,266,2
141.0,300,8
141.0,314,2
141.0,318,5
141.0,333,1
141.0,344,2
141.0,373,2
141.0,380,1
141.0,383,1
141.0,396,2
141.0,404,2
141.0,416,1
141.0,484,1
141.0,492,1
141.0,738,1
141.0,783,2
141.0,965,5
141.0,977,1
141.0,998,1
141.0,1019,1
141.0,1140,2
141.0,1150,1
141.0,1175,1
141.0,1258,6
141.0,1261,3
141.0,1285,4
141.0,1391,1
141.0,1589,4
141.0,1627,1
141.0,1667,1
141.0,1723,1
141.0,1795,1
141.0,1799,1
141.0,1845,2
141.0,1886,1
141.0,1887,1
141.0,1912,1
141.0,1948,1
141.0,2017,1
141.0,2202,1
141.0,2324,1
141.0,2412,2
141.0,2492,2
141.0,2735,1
141.0,2756,1
141.0,2820,1
141.0,2841,1
141.0,2853,1
141.0,2880,2
141.0,2891,1
141.0,2900,1
141.0,2926,1
142.0,0,27
142.0,3,41
142.0,4,3
142.0,5,1
142.0,6,4
142.0,9,6
142.0,13,11
142.0,14,6
142.0,17,1
142.0,34,6
142.0,59,2
142.0,314,1
142.0,874,1
142.0,977,1
142.0,1054,5
142.0,1162,2
142.0,1182,2
142.0,1258,1
142.0,1261,8
142.0,1281,4
142.0,1306,1
142.0,1314,1
142.0,1322,1
142.0,1387,1
142.0,1637,1
142.0,1937,1
142.0,2054,1
142.0,2506,2
142.0,2892,2
143.0,0,10
143.0,1,3
143.0,3,18
143.0,4,12
143.0,6,3
143.0,9,1
143.0,13,8
143.0,15,1
143.0,17,2
143.0,32,6
143.0,34,2
143.0,36,7
143.0,59,16
143.0,67,1
143.0,86,1
143.0,105,1
143.0,120,1
143.0,341,1
143.0,710,1
143.0,775,1
143.0,790,2
143.0,891,1
143.0,1172,3
143.0,1232,2
143.0,1260,1
143.0,1261,2
143.0,2482,1
144.0,0,12
144.0,1,3
144.0,3,21
144.0,4,4
144.0,6,1
144.0,9,5
144.0,13,8
144.0,14,18
144.0,17,1
144.0,24,1
144.0,32,2
144.0,34,1
144.0,36,5
144.0,48,5
144.0,49,1
144.0,59,5
144.0,61,2
144.0,64,1
144.0,86,1
144.0,101,1
144.0,148,1
144.0,169,1
144.0,216,1
144.0,314,1
144.0,383,1
144.0,445,1
144.0,578,2
144.0,965,3
144.0,1093,1
144.0,1223,1
144.0,1347,6
144.0,1441,1
144.0,1503,1
144.0,2025,1
144.0,2220,1
144.0,2305,1
144.0,2758,1
144.0,2843,1
144.0,2880,2
144.0,2917,2
145.0,0,14
145.0,1,3
145.0,3,35
145.0,4,5
145.0,6,9
145.0,9,5
145.0,13,31
145.0,14,2
145.0,17,4
145.0,23,2
145.0,32,1
145.0,59,5
145.0,105,2
145.0,108,1
145.0,181,1
145.0,314,1
145.0,511,1
145.0,663,1
145.0,880,1
145.0,889,1
145.0,898,2
145.0,1261,4
145.0,1281,1
145.0,1294,1
145.0,1434,1
145.0,1977,2
145.0,2122,1
145.0,2461,1
145.0,2636,1
146.0,0,53
146.0,1,5
146.0,3,86
146.0,4,2
146.0,6,17
146.0,9,2
146.0,13,14
146.0,15,6
146.0,17,4
146.0,32,17
146.0,36,18
146.0,39,12
146.0,42,4
146.0,46,2
146.0,49,9
146.0,59,5
146.0,61,1
146.0,86,3
146.0,105,4
146.0,139,1
146.0,148,2
146.0,210,4
146.0,239,3
146.0,287,1
146.0,316,2
146.0,379,1
146.0,411,2
146.0,559,1
146.0,638,1
146.0,724,1
146.0,833,1
146.0,905,7
146.0,906,1
146.0,939,1
146.0,992,5
146.0,1054,6
146.0,1058,1
146.0,1062,3
146.0,1116,2
146.0,1142,2
146.0,1158,1
146.0,1182,22
146.0,1187,2
146.0,1197,1
146.0,1205,3
146.0,1209,2
146.0,1214,1
146.0,1229,1
146.0,1260,8
146.0,1261,225
146.0,1263,5
146.0,1271,1
146.0,1277,2
146.0,1278,1
146.0,1281,6
146.0,1286,5
146.0,1287,4
146.0,1288,2
146.0,1330,7
146.0,1486,1
146.0,1567,1
146.0,1585,1
146.0,1590,1
146.0,1646,1
146.0,1677,1
146.0,1733,1
146.0,1744,1
146.0,1839,1
146.0,1851,2
146.0,1863,1
146.0,1909,1
146.0,1994,1
146.0,2026,1
146.0,2107,1
146.0,2138,1
146.0,2227,1
146.0,2446,1
146.0,2470,1
146.0,2488,1
146.0,2493,1
146.0,2507,1
146.0,2514,1
146.0,2534,1
146.0,2535,1
146.0,2670,1
146.0,2712,3
146.0,2733,2
146.0,2772,1
146.0,2890,1
146.0,2918,2
146.0,2934,2
147.0,0,30
147.0,1,2
147.0,3,36
147.0,4,10
147.0,6,5
147.0,7,4
147.0,9,8
147.0,13,32
147.0,14,1
147.0,17,1
147.0,23,2
147.0,36,1
147.0,42,1
147.0,49,1
147.0,59,1
147.0,64,1
147.0,101,1
147.0,105,10
147.0,149,1
147.0,183,1
147.0,237,1
147.0,266,1
147.0,663,19
147.0,694,1
147.0,827,2
147.0,874,1
147.0,879,1
147.0,891,1
147.0,994,1
147.0,1024,3
147.0,1053,2
147.0,1086,1
147.0,1115,4
147.0,1240,3
147.0,1261,4
147.0,1342,4
147.0,1354,1
147.0,1427,1
147.0,2479,3
147.0,2520,1
147.0,2701,10
147.0,2829,1
147.0,2844,1
147.0,2860,1
147.0,2949,1
148.0,0,15
148.0,1,4
148.0,3,19
148.0,4,4
148.0,7,1
148.0,13,6
148.0,14,10
148.0,17,1
148.0,36,9
148.0,39,1
148.0,59,2
148.0,113,1
148.0,181,2
148.0,277,2
148.0,378,4
148.0,453,1
148.0,548,1
148.0,640,1
148.0,1022,1
148.0,1024,1
148.0,1098,2
148.0,1179,3
148.0,1261,5
148.0,1641,1
148.0,1663,1
148.0,1874,1
148.0,1907,1
148.0,2079,2
148.0,2172,1
148.0,2319,1
148.0,2520,2
148.0,2526,3
149.0,0,7
149.0,1,3
149.0,3,59
149.0,4,28
149.0,6,23
149.0,9,7
149.0,12,1
149.0,13,19
149.0,14,28
149.0,23,2
149.0,32,1
149.0,36,1
149.0,39,2
149.0,49,2
149.0,55,1
149.0,59,10
149.0,61,1
149.0,64,1
149.0,121,1
149.0,138,5
149.0,181,3
149.0,320,1
149.0,379,3
149.0,524,1
149.0,571,1
149.0,686,1
