pocket_cluster,scaffold_index,count
0.0,0,12
0.0,1,2
0.0,3,55
0.0,4,3
0.0,6,15
0.0,9,7
0.0,13,4
0.0,14,3
0.0,15,4
0.0,17,1
0.0,23,1
0.0,32,2
0.0,36,20
0.0,45,1
0.0,49,2
0.0,59,1
0.0,86,2
0.0,105,1
0.0,125,1
0.0,341,2
0.0,753,1
0.0,761,1
0.0,783,1
0.0,874,2
0.0,888,1
0.0,909,1
0.0,910,1
0.0,915,1
0.0,941,1
0.0,965,1
0.0,1261,8
0.0,1278,4
0.0,1629,1
0.0,1740,1
0.0,1768,1
0.0,1864,1
0.0,1871,1
0.0,1897,1
0.0,1938,8
0.0,2121,1
0.0,2260,1
0.0,2305,1
0.0,2400,1
0.0,2485,1
0.0,2523,2
0.0,2561,1
0.0,2620,1
0.0,2627,1
0.0,2937,1
1.0,0,18
1.0,1,5
1.0,3,36
1.0,4,2
1.0,6,6
1.0,9,5
1.0,13,3
1.0,14,1
1.0,15,2
1.0,17,2
1.0,23,4
1.0,32,5
1.0,36,2
1.0,47,1
1.0,49,6
1.0,59,1
1.0,61,1
1.0,125,1
1.0,210,2
1.0,216,2
1.0,342,1
1.0,874,3
1.0,891,1
1.0,965,7
1.0,1108,2
1.0,1182,13
1.0,1261,86
1.0,1270,3
1.0,1281,2
1.0,1329,5
1.0,1330,7
1.0,1365,2
1.0,1386,1
1.0,1402,1
1.0,1461,1
1.0,1561,1
1.0,2020,1
1.0,2505,2
1.0,2547,1
1.0,2583,1
1.0,2585,2
2.0,0,34
2.0,1,9
2.0,3,112
2.0,4,77
2.0,5,2
2.0,6,39
2.0,9,12
2.0,13,42
2.0,14,27
2.0,17,2
2.0,23,2
2.0,32,6
2.0,36,25
2.0,39,3
2.0,49,1
2.0,59,10
2.0,99,1
2.0,101,1
2.0,105,1
2.0,110,1
2.0,119,1
2.0,121,1
2.0,138,1
2.0,165,1
2.0,191,5
2.0,287,2
2.0,292,2
2.0,300,4
2.0,304,1
2.0,314,1
2.0,426,1
2.0,446,1
2.0,539,1
2.0,547,2
2.0,603,1
2.0,665,2
2.0,757,1
2.0,827,3
2.0,874,1
2.0,1024,1
2.0,1040,1
2.0,1068,1
2.0,1084,2
2.0,1141,1
2.0,1218,3
2.0,1250,1
2.0,1260,3
2.0,1261,20
2.0,1281,2
2.0,1283,4
2.0,1294,2
2.0,1488,3
2.0,1572,1
2.0,1943,1
2.0,1952,1
2.0,2028,2
2.0,2195,1
2.0,2421,3
2.0,2584,3
2.0,2588,2
3.0,0,4
3.0,1,3
3.0,3,45
3.0,4,7
3.0,6,10
3.0,9,6
3.0,13,7
3.0,14,1
3.0,15,1
3.0,17,1
3.0,23,1
3.0,34,2
3.0,36,1
3.0,39,1
3.0,45,1
3.0,49,2
3.0,55,1
3.0,59,1
3.0,64,1
3.0,747,1
3.0,893,1
3.0,1281,1
3.0,1336,1
3.0,1423,1
3.0,1426,1
3.0,1999,1
3.0,2028,4
3.0,2094,1
3.0,2372,1
3.0,2718,1
3.0,2847,1
4.0,0,11
4.0,1,2
4.0,3,122
4.0,4,17
4.0,6,31
4.0,9,24
4.0,13,53
4.0,14,1
4.0,17,7
4.0,32,15
4.0,36,2
4.0,39,1
4.0,44,3
4.0,48,1
4.0,49,1
4.0,59,7
4.0,61,1
4.0,64,1
4.0,86,1
4.0,101,3
4.0,105,3
4.0,117,1
4.0,167,1
4.0,169,1
4.0,205,1
4.0,635,1
4.0,941,1
4.0,999,1
4.0,1054,2
4.0,1087,2
4.0,1112,1
4.0,1130,1
4.0,1163,1
4.0,1195,1
4.0,1216,3
4.0,1260,1
4.0,1261,22
4.0,1309,8
4.0,1433,1
4.0,1773,1
4.0,1839,1
4.0,1985,2
4.0,2036,1
4.0,2157,1
4.0,2344,2
4.0,2626,4
4.0,2699,2
5.0,0,39
5.0,1,7
5.0,3,58
5.0,4,2
5.0,6,10
5.0,9,6
5.0,13,27
5.0,14,4
5.0,15,1
5.0,17,2
5.0,23,1
5.0,32,1
5.0,42,1
5.0,49,1
5.0,59,13
5.0,61,1
5.0,81,1
5.0,95,1
5.0,105,1
5.0,125,1
5.0,216,1
5.0,277,2
5.0,287,1
5.0,297,1
5.0,309,1
5.0,372,1
5.0,429,1
5.0,430,1
5.0,470,1
5.0,570,2
5.0,663,5
5.0,827,2
5.0,886,1
5.0,933,1
5.0,947,1
5.0,1054,1
5.0,1076,2
5.0,1135,4
5.0,1140,1
5.0,1160,1
5.0,1258,2
5.0,1261,2
5.0,1381,1
5.0,1409,1
5.0,1415,1
5.0,1451,1
5.0,1472,1
5.0,1556,1
5.0,1663,1
5.0,1709,2
5.0,1733,1
5.0,1756,1
5.0,1795,1
5.0,1841,1
5.0,1845,2
5.0,2040,1
5.0,2095,1
5.0,2104,4
5.0,2112,2
5.0,2136,2
5.0,2246,1
5.0,2256,2
5.0,2301,2
5.0,2461,1
5.0,2560,1
5.0,2629,1
5.0,2685,1
5.0,2709,4
5.0,2752,2
5.0,2805,2
5.0,2855,1
5.0,2896,1
6.0,0,18
6.0,1,4
6.0,3,112
6.0,4,23
6.0,5,4
6.0,6,79
6.0,9,10
6.0,13,38
6.0,14,8
6.0,17,2
6.0,23,2
6.0,32,7
6.0,39,1
6.0,45,1
6.0,46,1
6.0,49,3
6.0,59,12
6.0,61,2
6.0,92,1
6.0,101,2
6.0,145,1
6.0,165,2
6.0,181,1
6.0,256,1
6.0,300,1
6.0,303,2
6.0,320,1
6.0,352,1
6.0,439,4
6.0,709,1
6.0,790,1
6.0,985,3
6.0,995,1
6.0,1024,1
6.0,1073,1
6.0,1094,2
6.0,1159,1
6.0,1261,1
6.0,1445,1
6.0,1734,1
6.0,1800,1
6.0,1804,1
6.0,1808,1
6.0,1815,1
6.0,2030,1
6.0,2190,1
6.0,2319,1
6.0,2329,2
6.0,2845,1
7.0,0,38
7.0,1,3
7.0,3,10
7.0,13,4
7.0,14,3
7.0,15,1
7.0,34,2
7.0,42,1
7.0,46,1
7.0,49,3
7.0,59,5
7.0,125,1
7.0,277,1
7.0,380,1
7.0,424,1
7.0,663,2
7.0,874,9
7.0,898,1
7.0,934,1
7.0,962,1
7.0,965,1
7.0,1217,1
7.0,1261,41
7.0,1263,2
7.0,1278,2
7.0,1322,2
7.0,1330,4
7.0,1746,1
7.0,2104,3
7.0,2482,1
7.0,2940,1
8.0,0,40
8.0,1,2
8.0,3,34
8.0,4,2
8.0,6,5
8.0,13,2
8.0,14,1
8.0,15,16
8.0,17,6
8.0,30,1
8.0,32,1
8.0,36,13
8.0,38,1
8.0,39,1
8.0,42,1
8.0,45,3
8.0,49,3
8.0,61,1
8.0,86,9
8.0,125,2
8.0,148,2
8.0,153,2
8.0,162,1
8.0,210,1
8.0,227,1
8.0,316,2
8.0,498,1
8.0,638,1
8.0,653,2
8.0,729,1
8.0,874,2
8.0,905,10
8.0,912,1
8.0,965,1
8.0,969,1
8.0,1054,1
8.0,1067,4
8.0,1101,1
8.0,1109,2
8.0,1116,1
8.0,1145,1
8.0,1174,3
8.0,1182,23
8.0,1209,2
8.0,1260,7
8.0,1261,228
8.0,1265,2
8.0,1269,3
8.0,1270,1
8.0,1281,8
8.0,1329,2
8.0,1330,3
8.0,1387,2
8.0,1395,2
8.0,1398,5
8.0,1494,1
8.0,1768,1
8.0,2204,1
8.0,2307,1
8.0,2387,1
8.0,2452,1
8.0,2460,1
8.0,2535,2
8.0,2536,2
8.0,2784,1
8.0,2867,1
9.0,0,59
9.0,1,5
9.0,3,123
9.0,4,13
9.0,6,39
9.0,7,1
9.0,9,22
9.0,12,1
9.0,13,47
9.0,14,15
9.0,17,3
9.0,23,3
9.0,32,4
9.0,36,12
9.0,37,2
9.0,39,2
9.0,45,1
9.0,48,1
9.0,49,6
9.0,59,9
9.0,61,3
9.0,84,1
9.0,86,1
9.0,92,2
9.0,105,4
9.0,125,1
9.0,148,1
9.0,151,4
9.0,212,1
9.0,222,1
9.0,277,2
9.0,300,8
9.0,344,1
9.0,378,1
9.0,386,1
9.0,395,1
9.0,399,1
9.0,404,11
9.0,417,1
9.0,428,2
9.0,507,1
9.0,547,1
9.0,586,1
9.0,593,1
9.0,611,1
9.0,663,71
9.0,665,1
9.0,678,2
9.0,695,1
9.0,707,1
9.0,815,3
9.0,829,1
9.0,867,1
9.0,874,2
9.0,891,1
9.0,1054,18
9.0,1055,1
9.0,1150,2
9.0,1173,1
9.0,1182,1
9.0,1223,6
9.0,1261,8
9.0,1273,2
9.0,1321,10
9.0,1384,12
9.0,1407,1
9.0,1577,1
9.0,1601,1
9.0,1670,1
9.0,1803,1
9.0,1899,2
9.0,1973,1
9.0,2002,2
9.0,2024,2
9.0,2034,2
9.0,2042,1
9.0,2080,2
9.0,2114,1
9.0,2277,1
9.0,2376,2
9.0,2398,1
9.0,2530,1
9.0,2540,1
9.0,2593,1
9.0,2605,2
9.0,2649,1
9.0,2665,1
9.0,2721,1
9.0,2787,1
10.0,0,31
10.0,3,48
10.0,4,15
10.0,6,13
10.0,9,5
10.0,12,3
10.0,13,24
10.0,14,8
10.0,17,3
10.0,23,3
10.0,36,7
10.0,39,1
10.0,59,3
10.0,64,1
10.0,86,1
10.0,105,2
10.0,165,1
10.0,181,1
10.0,295,1
10.0,383,1
10.0,578,2
10.0,665,1
10.0,929,1
10.0,1083,2
10.0,1109,1
10.0,1182,5
10.0,1260,2
10.0,1346,4
10.0,1355,1
10.0,1537,1
10.0,1542,1
10.0,1589,1
10.0,1612,3
10.0,1657,1
10.0,1747,1
10.0,2006,2
10.0,2202,3
10.0,2279,1
10.0,2401,2
10.0,2404,1
10.0,2485,2
10.0,2614,1
10.0,2744,4
11.0,0,87
11.0,1,4
11.0,3,25
11.0,4,5
11.0,6,3
11.0,9,6
11.0,13,11
11.0,14,5
11.0,15,4
11.0,17,5
11.0,23,3
11.0,32,1
11.0,36,5
11.0,46,2
11.0,49,2
11.0,54,1
11.0,59,2
11.0,64,8
11.0,86,5
11.0,105,3
11.0,121,4
11.0,149,2
11.0,200,1
11.0,387,1
11.0,393,1
11.0,428,2
11.0,454,1
11.0,638,1
11.0,642,1
11.0,663,4
11.0,815,1
11.0,822,7
11.0,903,1
11.0,953,1
11.0,1011,1
11.0,1183,1
11.0,1260,2
11.0,1261,110
11.0,1262,2
11.0,1286,2
11.0,1329,1
11.0,1330,1
11.0,1367,1
11.0,1395,3
11.0,1758,2
11.0,1774,1
11.0,1966,1
11.0,2104,4
11.0,2131,1
11.0,2302,1
11.0,2362,1
11.0,2432,1
11.0,2684,1
11.0,2701,1
11.0,2831,1
11.0,2878,1
11.0,2892,1
11.0,2949,1
12.0,0,29
12.0,1,12
12.0,3,68
12.0,4,8
12.0,6,4
12.0,9,2
12.0,13,7
12.0,14,5
12.0,17,1
12.0,23,1
12.0,30,1
12.0,32,4
12.0,36,1
12.0,49,3
12.0,52,1
12.0,61,1
12.0,67,1
12.0,105,3
12.0,121,3
12.0,125,9
12.0,165,3
12.0,200,1
12.0,266,2
12.0,318,8
12.0,358,1
12.0,359,1
12.0,379,6
12.0,426,2
12.0,437,1
12.0,439,1
12.0,456,1
12.0,499,1
12.0,557,1
12.0,563,1
12.0,614,1
12.0,701,1
12.0,883,1
12.0,985,3
12.0,1054,1
12.0,1060,1
12.0,1128,4
12.0,1175,1
12.0,1182,10
12.0,1239,1
12.0,1278,1
12.0,1416,1
12.0,1417,1
12.0,1610,1
12.0,1630,1
12.0,1649,1
12.0,1660,1
12.0,1685,1
12.0,1776,1
12.0,1812,2
12.0,1843,2
12.0,1930,1
12.0,1974,2
12.0,2092,2
12.0,2108,1
12.0,2137,1
12.0,2256,1
12.0,2317,1
12.0,2324,1
12.0,2388,1
12.0,2424,1
12.0,2430,1
12.0,2445,1
12.0,2671,1
12.0,2687,1
12.0,2693,1
12.0,2884,1
12.0,2900,1
13.0,0,34
13.0,1,6
13.0,3,182
13.0,4,53
13.0,6,40
13.0,9,3
13.0,13,28
13.0,14,2
13.0,15,2
13.0,17,3
13.0,32,10
13.0,36,17
13.0,39,1
13.0,49,4
13.0,59,10
13.0,90,1
13.0,100,1
13.0,101,1
13.0,125,2
13.0,191,2
13.0,266,1
13.0,274,2
13.0,314,1
13.0,388,1
13.0,405,3
13.0,484,1
13.0,651,3
13.0,687,3
13.0,874,1
13.0,992,1
13.0,1084,1
13.0,1109,1
13.0,1138,1
13.0,1141,1
13.0,1168,2
13.0,1202,2
13.0,1214,3
13.0,1261,58
13.0,1281,13
13.0,1324,4
13.0,1352,2
13.0,1359,1
13.0,1374,7
13.0,1389,3
13.0,1435,1
13.0,1464,1
13.0,1623,1
13.0,1707,1
13.0,1819,2
13.0,2130,1
13.0,2341,1
13.0,2454,1
13.0,2762,1
13.0,2778,1
13.0,2836,1
13.0,2901,1
14.0,0,32
14.0,1,6
14.0,3,32
14.0,4,11
14.0,5,1
14.0,6,3
14.0,13,7
14.0,14,3
14.0,15,1
14.0,17,1
14.0,23,1
14.0,36,15
14.0,39,1
14.0,46,1
14.0,49,1
14.0,59,2
14.0,67,1
14.0,86,2
14.0,125,1
14.0,200,1
14.0,210,1
14.0,231,1
14.0,404,3
14.0,492,1
14.0,716,1
14.0,751,6
14.0,874,1
14.0,905,1
14.0,1054,2
14.0,1158,1
14.0,1171,1
14.0,1182,3
14.0,1195,1
14.0,1202,1
14.0,1214,1
14.0,1260,1
14.0,1261,182
14.0,1267,1
14.0,1281,16
14.0,1330,2
14.0,1331,2
14.0,1352,2
14.0,1370,8
14.0,1689,1
14.0,1781,3
14.0,2188,1
14.0,2225,2
14.0,2743,1
14.0,2814,2
15.0,0,21
15.0,1,50
15.0,3,50
15.0,4,50
15.0,6,10
15.0,9,9
15.0,13,41
15.0,14,14
15.0,17,5
15.0,32,1
15.0,36,10
15.0,39,1
15.0,49,2
15.0,59,11
15.0,101,1
15.0,138,3
15.0,151,1
15.0,181,1
15.0,219,1
15.0,300,1
15.0,492,4
15.0,534,1
15.0,645,1
15.0,660,1
15.0,670,1
15.0,679,1
15.0,684,1
15.0,878,1
15.0,1041,1
15.0,1188,3
15.0,1223,1
15.0,1914,1
15.0,1927,2
15.0,1965,1
15.0,2216,1
15.0,2263,1
15.0,2303,1
15.0,2343,1
15.0,2450,3
15.0,2634,2
15.0,2876,1
15.0,2898,1
15.0,2908,1
15.0,2947,1
16.0,0,21
16.0,3,47
16.0,4,13
16.0,6,6
16.0,9,1
16.0,13,8
16.0,14,10
16.0,19,1
16.0,23,1
16.0,30,4
16.0,36,1
16.0,39,2
16.0,59,4
16.0,61,3
16.0,100,4
16.0,105,1
16.0,167,1
16.0,181,10
16.0,189,1
16.0,250,2
16.0,301,1
16.0,334,1
16.0,344,1
16.0,363,1
16.0,366,2
16.0,402,1
16.0,430,1
16.0,477,1
16.0,487,1
16.0,530,1
16.0,602,1
16.0,646,1
16.0,690,1
16.0,717,1
16.0,741,1
16.0,840,1
16.0,879,13
16.0,970,1
16.0,985,3
16.0,1018,1
16.0,1175,2
16.0,1182,2
16.0,1489,1
16.0,1526,1
16.0,1696,2
16.0,1777,1
16.0,1804,2
16.0,1917,2
16.0,1932,2
16.0,1961,1
16.0,1998,2
16.0,2092,2
16.0,2151,2
16.0,2168,2
16.0,2207,1
16.0,2248,1
16.0,2300,2
16.0,2314,1
16.0,2367,3
16.0,2492,1
16.0,2569,2
16.0,2587,4
16.0,2709,4
16.0,2794,2
16.0,2837,1
16.0,2893,1
16.0,2948,3
17.0,0,48
17.0,1,3
17.0,3,42
17.0,4,1
17.0,6,2
17.0,9,5
17.0,13,14
17.0,15,8
17.0,17,9
17.0,23,4
17.0,36,10
17.0,42,1
17.0,45,2
17.0,46,1
17.0,48,1
17.0,49,1
17.0,59,15
17.0,64,2
17.0,86,1
17.0,101,2
17.0,210,3
17.0,226,1
17.0,266,2
17.0,311,1
17.0,316,4
17.0,380,1
17.0,383,1
17.0,874,10
17.0,965,1
17.0,1054,7
17.0,1066,2
17.0,1129,1
17.0,1182,4
17.0,1197,1
17.0,1244,1
17.0,1260,10
17.0,1261,270
17.0,1263,8
17.0,1272,3
17.0,1276,1
17.0,1277,1
17.0,1280,1
17.0,1281,48
17.0,1286,2
17.0,1288,1
17.0,1330,5
17.0,1331,2
17.0,1395,1
17.0,1583,1
17.0,1590,1
17.0,1671,1
17.0,1775,1
17.0,1854,1
17.0,2047,1
17.0,2289,1
17.0,2419,1
17.0,2494,1
17.0,2507,1
17.0,2554,2
17.0,2581,1
17.0,2704,4
17.0,2712,1
17.0,2913,1
18.0,0,28
18.0,1,8
18.0,3,120
18.0,4,38
18.0,6,49
18.0,9,10
18.0,13,19
18.0,14,27
18.0,17,2
18.0,23,2
18.0,32,6
18.0,36,3
18.0,39,2
18.0,45,1
18.0,48,1
18.0,49,2
18.0,59,2
18.0,61,1
18.0,64,1
18.0,100,1
18.0,104,1
18.0,109,1
18.0,138,3
18.0,330,1
18.0,385,1
18.0,397,1
18.0,438,2
18.0,564,1
18.0,625,1
18.0,782,1
18.0,957,1
18.0,988,1
18.0,990,1
18.0,1024,2
18.0,1052,1
18.0,1073,3
18.0,1173,1
18.0,1261,1
18.0,1294,1
18.0,1314,2
18.0,1346,1
18.0,1353,1
18.0,1361,2
18.0,1684,1
18.0,1703,1
18.0,2208,2
18.0,2551,1
18.0,2611,4
18.0,2639,1
18.0,2782,2
18.0,2830,1
19.0,0,43
19.0,1,4
19.0,3,78
19.0,4,15
19.0,6,4
19.0,9,6
19.0,13,37
19.0,14,10
19.0,15,1
19.0,17,5
19.0,23,8
19.0,32,10
19.0,34,1
19.0,36,16
19.0,39,2
19.0,48,2
19.0,49,4
19.0,59,11
19.0,61,1
19.0,90,1
19.0,101,2
19.0,105,4
19.0,107,1
19.0,121,1
19.0,165,1
19.0,185,1
19.0,191,4
19.0,219,8
19.0,300,8
19.0,312,1
19.0,539,1
19.0,647,1
19.0,663,8
19.0,725,1
19.0,755,1
19.0,874,2
19.0,891,4
19.0,1063,4
19.0,1089,3
19.0,1092,1
19.0,1182,2
19.0,1217,1
19.0,1245,1
19.0,1261,7
19.0,1292,1
19.0,1332,1
19.0,1334,1
19.0,1344,9
19.0,1382,2
19.0,1383,6
19.0,1495,1
19.0,1496,1
19.0,1857,2
19.0,1938,1
19.0,2156,1
19.0,2228,2
19.0,2254,2
19.0,2292,1
19.0,2345,1
19.0,2364,1
19.0,2560,1
19.0,2708,1
19.0,2754,1
19.0,2865,1
19.0,2942,2
19.0,2943,1
20.0,0,30
20.0,1,3
20.0,3,17
20.0,4,12
20.0,6,10
20.0,9,6
20.0,13,11
20.0,17,2
20.0,23,1
20.0,32,1
20.0,34,1
20.0,36,7
20.0,59,7
20.0,64,1
20.0,105,2
20.0,121,6
20.0,287,1
20.0,352,1
20.0,389,1
20.0,404,28
20.0,620,3
20.0,663,6
20.0,874,1
20.0,986,1
20.0,1103,4
20.0,1156,5
20.0,1171,2
20.0,1202,2
20.0,1240,1
20.0,1261,48
20.0,1281,4
20.0,1299,2
20.0,1313,1
20.0,1454,1
20.0,1747,2
20.0,2104,1
20.0,2313,1
20.0,2316,1
21.0,0,83
21.0,1,2
21.0,3,51
21.0,5,2
21.0,6,10
21.0,9,1
21.0,13,4
21.0,15,13
21.0,17,5
21.0,23,1
21.0,36,1
21.0,48,2
21.0,49,1
21.0,59,6
21.0,64,18
21.0,86,1
21.0,98,1
21.0,148,1
21.0,153,1
21.0,157,1
21.0,188,2
21.0,210,7
21.0,215,1
21.0,231,2
21.0,239,1
21.0,311,1
21.0,352,1
21.0,378,1
21.0,405,1
21.0,411,1
21.0,445,1
21.0,474,1
21.0,488,5
21.0,493,1
21.0,542,1
21.0,605,1
21.0,627,1
21.0,669,1
21.0,770,1
21.0,905,1
21.0,1024,2
21.0,1130,2
21.0,1182,9
21.0,1260,2
21.0,1261,70
21.0,1263,1
21.0,1268,1
21.0,1281,2
21.0,1330,3
21.0,1367,1
21.0,1497,1
21.0,1757,2
21.0,1806,1
21.0,1828,2
21.0,1909,3
21.0,1968,1
21.0,1980,2
21.0,2066,1
21.0,2161,1
21.0,2203,1
21.0,2269,1
21.0,2350,1
21.0,2418,1
21.0,2563,1
21.0,2688,1
21.0,2739,2
21.0,2940,1
22.0,0,99
22.0,1,2
22.0,3,6
22.0,4,1
22.0,6,1
22.0,15,3
22.0,32,1
22.0,36,1
22.0,46,5
22.0,48,1
22.0,49,5
22.0,58,1
22.0,59,1
22.0,64,7
22.0,104,2
22.0,124,1
22.0,125,2
22.0,338,1
22.0,386,1
22.0,390,1
22.0,405,1
22.0,435,1
22.0,445,1
22.0,472,1
22.0,554,1
22.0,710,2
22.0,737,1
22.0,790,1
22.0,874,1
22.0,907,1
22.0,965,1
22.0,1054,1
22.0,1182,21
22.0,1260,3
22.0,1261,141
22.0,1263,1
22.0,1268,1
22.0,1281,6
22.0,1289,4
22.0,1387,1
22.0,1492,1
22.0,1988,1
22.0,2210,2
22.0,2252,1
22.0,2546,3
22.0,2817,1
23.0,0,106
23.0,1,7
23.0,3,30
23.0,5,1
23.0,6,5
23.0,7,2
23.0,9,4
23.0,13,8
23.0,14,1
23.0,15,4
23.0,17,3
23.0,34,1
23.0,36,4
23.0,42,1
23.0,46,2
23.0,48,1
23.0,49,4
23.0,59,5
23.0,61,3
23.0,64,5
23.0,86,2
23.0,167,1
23.0,200,1
23.0,210,1
23.0,216,1
23.0,277,1
23.0,318,1
23.0,320,1
23.0,345,1
23.0,352,1
23.0,377,1
23.0,383,1
23.0,386,1
23.0,481,1
23.0,493,1
23.0,512,1
23.0,584,1
23.0,619,1
23.0,653,1
23.0,658,2
23.0,663,3
23.0,762,1
23.0,777,1
23.0,783,1
23.0,792,1
23.0,793,1
23.0,874,2
23.0,881,1
23.0,965,3
23.0,1125,4
23.0,1182,23
23.0,1183,1
23.0,1203,3
23.0,1217,1
23.0,1260,5
23.0,1261,85
23.0,1262,3
23.0,1263,3
23.0,1281,2
23.0,1326,1
23.0,1330,1
23.0,1419,2
23.0,1487,1
23.0,1497,1
23.0,1601,1
23.0,1620,1
23.0,1663,1
23.0,1749,1
23.0,1774,1
23.0,1828,1
23.0,1848,1
23.0,1858,1
23.0,1984,2
23.0,1992,1
23.0,2063,2
23.0,2104,4
23.0,2119,1
23.0,2179,1
23.0,2192,1
23.0,2258,1
23.0,2290,1
23.0,2326,1
23.0,2362,1
23.0,2506,2
23.0,2531,1
23.0,2747,1
23.0,2774,1
23.0,2793,1
23.0,2808,4
23.0,2950,1
24.0,0,28
24.0,1,8
24.0,3,74
24.0,4,7
24.0,6,5
24.0,9,3
24.0,11,1
24.0,13,5
24.0,14,15
24.0,17,5
24.0,23,1
24.0,30,1
24.0,36,3
24.0,39,1
24.0,42,4
24.0,45,2
24.0,48,1
24.0,49,2
24.0,59,5
24.0,74,1
24.0,86,1
24.0,90,1
24.0,95,1
24.0,98,1
24.0,101,1
24.0,105,3
24.0,121,2
24.0,125,7
24.0,138,2
24.0,139,1
24.0,162,1
24.0,165,1
24.0,250,1
24.0,263,1
24.0,297,1
24.0,327,1
24.0,341,1
24.0,411,1
24.0,445,1
24.0,532,1
24.0,543,1
24.0,567,2
24.0,598,1
24.0,607,1
24.0,679,2
24.0,729,1
24.0,785,1
24.0,813,1
24.0,815,1
24.0,850,1
24.0,882,1
24.0,929,1
24.0,976,1
24.0,977,1
24.0,1129,3
24.0,1146,3
24.0,1175,2
24.0,1182,6
24.0,1261,11
24.0,1278,1
24.0,1306,1
24.0,1339,5
24.0,1351,1
24.0,1353,1
24.0,1385,12
24.0,1486,2
24.0,1547,2
24.0,1559,2
24.0,1603,1
24.0,1678,1
24.0,1685,1
24.0,1776,2
24.0,1807,1
24.0,1885,2
24.0,1923,1
24.0,1953,1
24.0,1997,1
24.0,2011,1
24.0,2295,1
24.0,2312,1
24.0,2334,1
24.0,2388,1
24.0,2424,2
24.0,2438,1
24.0,2580,1
24.0,2590,2
24.0,2592,2
24.0,2631,1
24.0,2775,2
24.0,2861,1
24.0,2873,1
24.0,2887,1
24.0,2899,1
24.0,2919,2
25.0,0,25
25.0,1,1
25.0,2,1
25.0,3,91
25.0,4,1
25.0,6,4
25.0,13,5
25.0,14,2
25.0,15,4
25.0,17,1
25.0,23,6
25.0,30,1
25.0,32,2
25.0,36,17
25.0,42,1
25.0,48,2
25.0,59,1
25.0,86,1
25.0,121,3
25.0,181,3
25.0,290,1
25.0,341,1
25.0,532,1
25.0,694,1
25.0,874,3
25.0,905,1
25.0,912,1
25.0,1110,1
25.0,1182,2
25.0,1260,7
25.0,1261,11
25.0,1281,1
25.0,1330,12
25.0,1355,1
25.0,1376,1
25.0,1877,1
25.0,2006,1
25.0,2197,1
25.0,2292,4
25.0,2543,4
25.0,2634,1
26.0,0,9
26.0,1,4
26.0,3,64
26.0,4,5
26.0,6,20
26.0,9,12
26.0,13,6
26.0,14,11
26.0,15,2
26.0,17,2
26.0,36,14
26.0,42,1
26.0,45,1
26.0,47,1
26.0,59,2
26.0,61,1
26.0,65,1
26.0,86,2
26.0,105,2
26.0,125,2
26.0,151,1
26.0,165,1
26.0,180,1
26.0,254,1
26.0,297,4
26.0,306,1
26.0,320,1
26.0,326,1
26.0,332,1
26.0,379,1
26.0,428,1
26.0,475,1
26.0,492,2
26.0,625,2
26.0,722,1
26.0,768,1
26.0,790,1
26.0,882,1
26.0,965,1
26.0,1024,1
26.0,1123,2
26.0,1129,1
26.0,1182,1
26.0,1261,1
26.0,1320,3
26.0,1392,14
26.0,2021,1
26.0,2256,2
26.0,2523,1
26.0,2727,1
26.0,2778,1
27.0,0,13
27.0,1,4
27.0,3,159
27.0,4,6
27.0,6,7
27.0,9,3
27.0,13,17
27.0,14,4
27.0,15,1
27.0,23,5
27.0,36,12
27.0,42,2
27.0,59,3
27.0,86,1
27.0,210,6
27.0,215,1
27.0,653,1
27.0,874,1
27.0,1105,2
27.0,1145,1
27.0,1163,1
27.0,1202,1
27.0,1236,1
27.0,1241,4
27.0,1250,2
27.0,1261,4
27.0,1262,2
27.0,1304,1
27.0,1849,2
27.0,1908,1
27.0,2353,1
27.0,2600,1
28.0,0,15
28.0,1,5
28.0,3,34
28.0,4,7
28.0,6,5
28.0,9,2
28.0,13,7
28.0,14,16
28.0,23,1
28.0,30,1
28.0,32,6
28.0,36,3
28.0,59,9
28.0,61,1
28.0,71,1
28.0,86,1
28.0,125,1
28.0,140,1
28.0,165,1
28.0,167,1
28.0,216,1
28.0,287,1
28.0,314,2
28.0,356,2
28.0,379,1
28.0,414,1
28.0,491,1
28.0,568,1
28.0,938,1
28.0,965,1
28.0,1006,1
28.0,1054,1
28.0,1095,2
28.0,1126,1
28.0,1223,2
28.0,1301,1
28.0,1485,1
28.0,1491,1
28.0,1593,1
28.0,1636,1
28.0,1696,3
28.0,1733,1
28.0,1787,1
28.0,1937,1
28.0,2005,2
28.0,2183,1
28.0,2230,1
28.0,2238,1
28.0,2285,2
28.0,2389,1
28.0,2455,1
28.0,2474,3
28.0,2523,2
28.0,2582,1
28.0,2691,1
28.0,2796,2
28.0,2811,1
29.0,0,43
29.0,1,3
29.0,3,110
29.0,4,32
29.0,5,2
29.0,6,45
29.0,9,29
29.0,13,70
29.0,14,22
29.0,17,1
29.0,23,3
29.0,32,7
29.0,36,9
29.0,39,2
29.0,49,2
29.0,59,6
29.0,105,3
29.0,154,1
29.0,165,3
29.0,191,1
29.0,215,1
29.0,238,1
29.0,282,1
29.0,297,5
29.0,383,1
29.0,426,1
29.0,439,1
29.0,501,1
29.0,516,1
29.0,869,1
29.0,874,6
29.0,963,1
29.0,992,1
29.0,1064,2
29.0,1070,1
29.0,1107,1
29.0,1109,1
29.0,1163,1
29.0,1182,1
29.0,1186,2
29.0,1191,1
29.0,1206,2
29.0,1261,16
